,reactos-mirror.csv,critterding.csv,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,ogrehg.csv,genecys.csv,monetdb.csv,projecteqemu.csv,modplug.csv,kftpgrabber.csv,netatalk.csv,fmri-dmt.csv,bibletime.csv,passwordsafe.csv,xmoto.csv,genoviz.csv,miranda.csv
badtrinity-zero.csv,0.97,0.0,0.54,0.43,0.57,0.0,0.41,0.47,0.39,0.37,0.75,0.38,0.38,0.39,0.67,0.37,0.4,0.48,0.42,0.34
bibletime.csv,0.39,0.45,0.4,0.4,0.39,0.49,0.38,0.42,0.33,0.36,0.36,0.38,0.41,0.39,0.33,0.38,0.42,0.46,0.33,0.33
critterding.csv,0.54,0.61,0.39,0.5,0.47,0.54,0.39,0.49,0.42,0.44,0.39,0.52,0.45,0.5,0.3,0.39,0.44,0.51,0.38,0.41
etics.csv,0.99,0.68,0.44,0.85,0.62,0.57,0.83,0.78,0.39,0.95,0.72,0.63,0.5,0.8,0.65,0.47,0.91,0.89,0.7,0.42
fmri-dmt.csv,0.6,0.69,0.48,0.62,0.61,0.44,0.78,0.65,0.91,0.98,0.94,0.58,0.74,0.48,0.83,0.48,0.67,0.66,0.39,0.99
genecys.csv,0.46,0.56,0.51,0.53,0.45,0.65,0.49,0.56,0.46,0.39,0.73,0.41,0.45,0.68,0.38,0.48,0.8,0.53,0.39,0.37
genoviz.csv,0.97,0.77,0.8,0.89,0.9,0.7,0.8,0.97,0.4,0.94,0.61,0.77,0.57,0.75,0.71,0.65,0.86,0.88,0.86,0.72
kftpgrabber.csv,0.89,0.51,0.83,0.64,0.57,0.39,0.8,0.67,0.0,0.45,0.49,0.53,0.41,0.38,0.51,0.35,0.63,0.58,0.47,0.33
kvs.csv,0.69,0.56,0.53,0.66,0.92,0.76,0.61,0.66,0.5,0.69,0.54,0.59,0.89,0.53,0.32,0.94,0.73,0.88,0.37,0.48
mcore3d.csv,0.83,0.43,0.0,0.57,0.41,0.4,0.35,0.51,0.36,0.39,0.34,0.45,0.39,0.36,0.36,0.48,0.48,0.39,0.39,0.36
miranda.csv,0.0,0.0,0.58,0.63,0.69,0.0,0.51,0.57,0.35,0.39,0.75,0.53,0.5,0.42,0.86,0.49,0.43,0.5,0.5,0.37
modplug.csv,0.41,0.48,0.39,0.46,0.42,0.43,0.36,0.49,0.45,0.35,0.42,0.43,0.42,0.41,0.35,0.37,0.45,0.43,0.33,0.35
monetdb.csv,0.67,0.92,0.67,0.59,0.45,0.95,0.86,0.97,0.5,0.45,0.62,0.48,0.47,0.78,0.83,0.92,0.59,0.54,0.47,0.46
netatalk.csv,0.51,0.43,0.4,0.42,0.39,0.45,0.37,0.49,0.42,0.33,0.35,0.35,0.43,0.45,0.32,0.38,0.4,0.45,0.35,0.33
ogrehg.csv,0.77,0.61,0.5,0.6,0.44,0.44,0.65,0.51,0.41,0.42,0.43,0.43,0.47,0.53,0.42,0.45,0.71,0.62,0.3,0.37
passwordsafe.csv,0.64,0.68,0.4,0.51,0.45,0.53,0.47,0.5,0.41,0.4,0.4,0.48,0.43,0.45,0.36,0.38,0.58,0.49,0.36,0.38
projecteqemu.csv,0.49,0.7,0.48,0.65,0.58,0.41,0.75,0.61,0.36,0.42,0.45,0.47,0.49,0.38,0.39,0.43,0.65,0.68,0.33,0.35
reactos-mirror.csv,0.57,0.56,0.4,0.51,0.44,0.53,0.5,0.47,0.37,0.37,0.41,0.43,0.46,0.42,0.32,0.43,0.56,0.52,0.33,0.35
xbplayer.csv,0.63,0.61,0.6,0.47,0.57,0.47,0.9,0.45,0.38,0.55,0.34,0.39,0.35,0.47,0.43,0.41,0.63,0.46,0.33,0.34
xmoto.csv,0.52,0.5,0.52,0.58,0.61,0.49,0.41,0.5,0.37,0.42,0.67,0.59,0.43,0.42,0.47,0.37,0.49,0.42,0.71,0.39
