,brlcad.csv,ogre.csv,autat.csv,mimosa.csv,google-web-toolkit.csv,ftm.csv,jcache.csv
autat.csv,1.0,0.93,0.92,0.86,0.97,0.94,0.5
brlcad.csv,0.85,0.48,0.37,0.45,0.45,0.44,0.58
ftm.csv,0.58,0.59,0.74,0.5,0.52,0.55,0.45
google-web-toolkit.csv,0.68,0.98,0.72,0.62,0.51,0.65,0.75
jcache.csv,0.61,0.63,0.46,0.42,0.59,0.95,0.44
mimosa.csv,0.49,0.7,0.45,0.55,0.46,0.47,0.44
ogre.csv,0.45,0.43,0.39,0.36,0.39,0.88,0.52
