,brlcad.csv,ogre.csv,autat.csv,mimosa.csv,google-web-toolkit.csv,ftm.csv,jcache.csv
autat.csv,0.23,0.07,0.84,0.1,0.12,0.19,0.07
brlcad.csv,0.95,0.71,0.17,0.36,0.4,0.24,0.26
ftm.csv,0.42,0.34,0.43,0.68,0.47,0.98,0.61
google-web-toolkit.csv,0.41,0.22,0.34,0.41,0.97,0.48,0.43
jcache.csv,0.53,0.38,0.62,0.6,0.42,0.21,1.0
mimosa.csv,0.65,0.47,0.61,1.0,0.48,0.49,0.76
ogre.csv,0.0,1.0,0.51,0.59,0.54,0.21,0.34
