,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,quark.csv,pnotepad.csv
bacnet.csv,0.71,0.1,0.65,0.31,0.34,0.55,0.54,0.39,0.39,0.57
gamestone.csv,0.17,0.61,0.2,0.33,0.25,0.0,0.0,0.13,0.0,0.15
gbif-providertoolkit.csv,0.69,0.0,0.38,0.26,0.45,0.08,0.5,0.39,0.27,0.67
heekscad.csv,0.79,0.29,0.64,0.45,0.34,0.59,0.53,0.35,0.42,0.75
igarden.csv,0.69,0.17,0.54,0.53,0.41,0.69,0.43,0.3,0.55,0.67
levent.csv,0.68,0.13,0.1,0.0,0.32,0.77,0.45,0.08,0.0,0.29
owlapi.csv,0.53,0.0,0.41,0.19,0.3,0.69,0.53,0.51,0.33,0.76
pnotepad.csv,0.69,0.31,0.63,0.47,0.29,0.68,0.49,0.23,0.33,0.9
quark.csv,0.56,0.36,0.49,0.11,0.33,0.15,0.1,0.31,0.65,0.37
xcsoar.csv,0.73,0.33,0.69,0.47,0.38,0.53,0.49,0.32,0.33,0.52
