,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,roolo.csv,ofbiz.csv,ibatisdb.csv
cleartk.csv,0.63,0.87,0.99,0.14,0.63,0.76,0.74,0.83,0.96,0.58,0.67,0.8,0.73,0.68
encog-cs.csv,0.65,0.56,0.76,1.01,0.76,0.84,0.78,0.73,0.05,0.86,0.89,0.68,0.76,0.72
extprosys.csv,0.62,1.0,0.06,0.81,0.7,0.79,0.74,0.48,0.69,0.62,0.79,0.67,0.76,0.86
ibatisdb.csv,1.0,0.84,0.97,0.86,0.74,0.83,0.6,0.85,0.95,0.86,0.79,0.57,0.86,0.0
intact.csv,1.1,1.0,0.84,0.75,0.53,0.01,1.02,0.74,0.8,0.9,0.61,0.8,0.74,0.89
japano.csv,0.61,1.03,0.86,0.64,0.79,0.89,0.69,0.0,0.6,0.65,0.75,0.71,0.84,0.85
lockss.csv,1.0,1.0,0.98,1.0,0.9,0.9,0.8,0.93,0.99,0.23,0.98,0.7,0.95,0.97
ofbiz.csv,1.09,0.76,0.62,0.81,0.92,0.71,0.99,0.73,0.75,0.84,0.64,0.85,0.01,0.53
officefloor.csv,1.04,0.61,0.79,0.94,0.66,0.68,0.72,0.8,0.96,0.72,0.13,0.57,0.9,0.87
opennms.csv,1.05,0.75,0.98,0.79,0.04,0.97,0.75,0.85,0.73,0.87,0.77,1.01,0.82,0.98
rohxel.csv,0.66,0.52,0.85,0.71,0.77,0.57,0.03,0.78,0.63,0.62,0.73,0.7,0.58,0.65
roolo.csv,1.03,0.66,0.54,0.84,0.68,0.79,0.85,0.79,0.85,0.6,0.7,0.06,0.73,0.95
sevenupdate.csv,0.81,0.0,1.0,1.0,0.9,0.99,0.91,1.0,0.91,0.9,0.9,0.87,0.9,0.97
