,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,roolo.csv,ofbiz.csv,ibatisdb.csv
cleartk.csv,0.01,0.88,0.28,0.98,0.32,0.27,0.8,0.91,0.35,0.25,0.04,0.33,0.72,0.31
encog-cs.csv,0.01,0.92,0.3,0.86,0.29,0.27,0.78,0.94,0.98,0.15,0.02,0.42,0.7,0.3
extprosys.csv,0.02,0.81,0.98,0.86,0.27,0.24,0.77,0.96,0.37,0.24,0.02,0.39,0.66,0.17
ibatisdb.csv,0.0,0.85,0.12,0.85,0.28,0.27,0.86,0.89,0.75,0.13,0.11,0.44,0.85,1.0
intact.csv,0.0,0.89,0.43,0.87,0.39,0.97,0.74,1.0,0.32,0.11,0.05,0.35,0.76,0.31
japano.csv,0.02,0.86,0.31,0.92,0.22,0.24,0.87,1.0,0.43,0.23,0.03,0.36,0.67,0.28
lockss.csv,0.0,0.0,0.33,0.0,0.27,0.38,0.89,0.91,0.09,1.0,0.01,0.67,0.67,0.17
ofbiz.csv,0.0,0.88,0.52,0.88,0.16,0.36,0.33,1.0,0.47,0.18,0.04,0.5,1.0,0.35
officefloor.csv,0.0,0.95,0.25,0.88,0.29,0.31,0.79,0.94,0.16,0.21,1.0,0.44,0.54,0.26
opennms.csv,0.0,0.93,0.17,0.92,1.0,0.2,0.91,0.95,0.48,0.33,0.05,0.0,0.8,0.07
rohxel.csv,0.01,0.96,0.3,0.89,0.23,0.37,1.0,0.93,0.42,0.23,0.03,0.35,0.78,0.3
roolo.csv,0.0,0.9,0.45,0.94,0.29,0.33,1.0,0.96,0.53,0.3,0.03,0.95,0.69,0.11
sevenupdate.csv,0.01,1.0,0.28,0.87,0.27,0.28,0.78,0.93,0.35,0.2,0.03,0.37,0.67,0.23
