,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,roolo.csv,ofbiz.csv,ibatisdb.csv
cleartk.csv,0.63,0.83,0.99,0.14,0.6,0.6,0.27,0.67,0.96,0.46,0.66,0.27,0.72,0.67
encog-cs.csv,0.65,0.5,0.73,1.0,0.74,0.78,0.73,0.67,0.01,0.7,0.78,0.68,0.74,0.7
extprosys.csv,0.62,0.83,0.01,0.71,0.58,0.51,0.64,0.33,0.54,0.55,0.53,0.62,0.66,0.5
ibatisdb.csv,0.03,0.33,0.11,0.21,0.3,0.22,0.27,0.44,0.01,0.37,0.05,0.49,0.05,0.0
intact.csv,0.46,1.0,0.09,0.5,0.35,0.01,1.0,0.0,0.31,0.37,0.25,0.76,0.19,0.09
japano.csv,0.61,1.0,0.86,0.29,0.51,0.79,0.18,0.0,0.42,0.59,0.74,0.38,0.81,0.85
lockss.csv,0.02,0.0,0.01,0.0,0.1,0.07,0.09,0.11,0.08,0.0,0.07,0.08,0.05,0.05
ofbiz.csv,0.43,0.5,0.14,0.21,0.21,0.25,0.18,0.0,0.17,0.2,0.31,0.08,0.01,0.46
officefloor.csv,0.28,0.17,0.65,0.93,0.47,0.52,0.64,0.78,0.46,0.33,0.0,0.51,0.23,0.86
opennms.csv,0.33,0.17,0.04,0.14,0.0,0.05,0.09,0.11,0.18,0.07,0.13,0.11,0.09,0.12
rohxel.csv,0.66,0.17,0.84,0.64,0.56,0.47,0.0,0.67,0.38,0.5,0.53,0.54,0.28,0.61
roolo.csv,0.26,0.5,0.25,0.07,0.42,0.19,0.0,0.11,0.08,0.25,0.31,0.03,0.32,0.24
sevenupdate.csv,0.81,0.0,1.0,1.0,0.9,0.99,0.91,1.0,0.91,0.9,0.89,0.86,0.9,0.95
