,agilitybook.csv,apolloplayer.csv,gotjava.csv,rtb-team.csv,redshell.csv,k3d.csv,xstore.csv,xreal.csv
agilitybook.csv,0.34,0.09,0.0,0.49,0.24,0.11,0.53,0.04
apolloplayer.csv,0.19,0.52,0.01,0.38,0.58,0.33,0.52,0.09
k3d.csv,0.18,0.13,0.0,0.47,0.11,0.55,0.4,0.04
redshell.csv,0.15,0.3,0.0,0.43,0.88,0.26,0.49,0.04
rtb-team.csv,0.17,0.39,0.0,0.75,0.21,0.11,0.38,0.18
xreal.csv,0.08,0.12,0.0,0.45,0.36,0.18,0.04,0.83
xstore.csv,0.23,0.4,0.01,0.0,0.44,0.38,0.73,0.0
