,lazarus-ccr.csv,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,migen.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,mvnforum.csv,vrjuggler.csv,gretl.csv,plplot.csv,alleg.csv,buddata-ebxml-registry.csv
alleg.csv,0.21,0.29,0.64,0.08,0.57,0.48,0.26,0.2,0.29,0.72,0.69,0.33,0.39,0.19,0.56,0.43,0.95,0.39
buddata-ebxml-registry.csv,1.0,0.97,1.0,1.0,0.98,1.0,1.0,1.0,1.0,1.0,0.96,1.0,1.0,1.0,1.0,1.0,1.0,1.0
co-ode-owl-plugins.csv,0.46,0.43,1.0,0.5,0.65,0.8,0.44,0.43,0.24,0.89,0.63,1.0,0.83,0.12,0.33,0.67,0.33,0.51
firebreath.csv,0.62,0.57,0.64,0.75,0.7,0.66,0.79,0.97,0.52,0.33,0.67,0.67,0.39,0.94,0.72,0.76,0.85,0.34
gretl.csv,0.75,0.94,0.73,0.92,0.87,1.0,0.94,0.85,0.76,1.0,0.81,0.93,0.94,0.81,0.99,0.76,0.83,0.88
konversation.csv,0.12,0.26,0.55,0.83,0.46,0.48,0.26,0.67,0.19,0.39,0.09,0.4,0.33,0.19,0.44,0.29,0.36,0.24
lazarus-ccr.csv,0.96,0.51,0.0,0.42,0.65,0.73,0.47,0.42,0.19,0.67,0.11,0.67,0.72,0.62,0.19,0.24,0.47,0.34
linuxsh.csv,0.71,0.51,0.91,0.92,0.72,0.8,0.88,0.62,0.81,0.22,0.7,0.73,0.83,0.94,0.65,0.67,0.59,0.66
migen.csv,0.29,0.34,0.27,0.58,0.26,0.55,0.91,0.1,0.19,0.17,0.2,0.4,0.11,0.06,0.24,0.19,0.15,0.15
moviesandbox.csv,0.29,0.43,0.64,0.67,0.52,0.95,0.5,0.42,0.19,0.11,0.44,0.8,0.39,0.19,0.33,0.29,0.26,0.24
mvnforum.csv,0.25,0.14,0.09,0.0,0.35,0.48,0.26,0.68,0.0,0.06,0.2,0.33,0.89,0.12,0.21,0.24,0.33,0.21
ontomorphtab.csv,0.58,0.97,0.82,0.67,0.65,0.7,0.74,0.82,0.24,0.28,0.91,0.73,0.67,0.06,0.65,0.52,0.75,0.69
opengs.csv,0.5,0.29,0.27,0.67,0.48,0.61,0.5,0.23,0.19,0.17,0.98,0.53,0.5,0.12,0.41,0.33,0.36,0.21
plplot.csv,0.71,0.37,1.0,0.67,0.59,0.75,0.68,0.45,0.76,0.17,0.54,0.6,0.56,0.25,1.0,0.9,1.0,0.24
scite-ru.csv,0.92,0.91,0.18,0.75,0.65,0.64,0.82,0.45,0.76,0.56,0.96,0.93,0.89,0.38,0.25,0.57,0.24,0.7
tokratan.csv,0.25,0.23,0.0,0.75,0.41,0.3,0.24,0.32,0.52,0.11,0.11,0.87,0.17,0.88,0.5,0.38,0.31,0.3
vrjuggler.csv,0.17,0.03,0.0,0.33,0.07,0.09,0.12,0.05,0.14,0.17,0.07,0.27,0.11,0.88,0.03,0.0,0.02,0.07
xuggle.csv,0.38,0.46,0.91,0.58,0.89,0.57,0.47,0.5,0.48,0.67,0.85,0.53,0.39,0.0,0.61,0.9,0.77,0.67
