,lazarus-ccr.csv,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,migen.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,mvnforum.csv,vrjuggler.csv,gretl.csv,plplot.csv,alleg.csv,buddata-ebxml-registry.csv
alleg.csv,0.47,0.71,0.51,0.93,0.54,0.65,0.62,0.86,0.7,0.58,0.43,0.58,0.65,0.59,0.41,0.64,0.54,0.61
buddata-ebxml-registry.csv,0.35,0.44,0.44,0.42,0.49,0.39,0.37,0.41,0.36,0.38,0.36,0.41,0.31,0.36,0.44,0.51,0.45,0.34
co-ode-owl-plugins.csv,0.56,0.55,0.53,0.69,0.68,0.41,0.57,0.61,0.86,0.94,0.43,0.42,0.37,0.82,0.72,0.69,0.77,0.51
firebreath.csv,0.58,0.58,0.53,0.56,0.59,0.4,0.43,0.61,0.44,0.49,0.49,0.49,0.41,0.39,0.49,0.63,0.48,0.71
gretl.csv,0.39,0.45,0.44,0.41,0.5,0.39,0.35,0.43,0.36,0.39,0.42,0.41,0.32,0.4,0.43,0.5,0.42,0.33
konversation.csv,0.91,0.95,0.8,0.9,0.87,0.69,0.79,0.56,0.81,0.95,0.95,0.72,0.76,0.92,0.88,0.88,0.93,0.94
lazarus-ccr.csv,0.57,0.46,0.0,0.89,0.56,0.46,0.53,0.7,0.93,0.9,0.94,0.56,0.5,0.74,0.73,0.9,0.51,0.6
linuxsh.csv,0.43,0.62,0.9,0.57,0.59,0.44,0.41,0.55,0.35,0.54,0.38,0.62,0.42,0.45,0.55,0.62,0.58,0.4
migen.csv,0.65,0.81,0.75,0.6,0.98,0.5,0.58,0.92,0.86,0.93,0.85,0.69,0.67,0.83,0.87,0.86,0.96,0.91
moviesandbox.csv,0.71,0.59,0.61,0.57,0.67,0.47,0.47,0.67,0.89,0.89,0.68,0.48,0.65,0.85,0.7,0.86,0.74,0.71
mvnforum.csv,0.91,0.92,0.0,0.67,0.97,0.43,0.89,0.52,0.86,0.89,0.9,0.97,0.76,0.75,0.98,0.86,0.95,0.93
ontomorphtab.csv,0.37,0.44,0.45,0.45,0.57,0.36,0.37,0.39,0.91,0.5,0.36,0.41,0.36,0.9,0.36,0.48,0.4,0.38
opengs.csv,0.52,0.6,0.43,0.59,0.7,0.41,0.44,0.87,0.83,0.75,0.62,0.55,0.44,0.81,0.44,0.67,0.54,0.79
plplot.csv,0.38,0.5,0.44,0.57,0.6,0.46,0.4,0.64,0.43,0.58,0.49,0.56,0.4,0.53,0.44,0.68,0.45,0.69
scite-ru.csv,0.39,0.44,0.86,0.64,0.64,0.4,0.41,0.64,0.78,0.65,0.38,0.47,0.35,0.6,0.81,0.58,0.76,0.46
tokratan.csv,0.88,0.78,0.7,0.61,0.77,0.53,0.76,0.81,0.38,0.56,0.93,0.92,0.83,0.42,0.4,0.5,0.53,0.6
vrjuggler.csv,0.93,0.8,0.0,0.88,0.88,0.75,0.89,0.67,0.8,0.8,0.83,0.92,0.8,0.94,0.8,0.0,0.67,0.8
xuggle.csv,0.58,0.77,0.5,0.7,0.98,0.41,0.64,0.59,0.45,0.56,0.48,0.66,0.58,0.0,0.57,0.58,0.51,0.49
