,lazarus-ccr.csv,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,migen.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,mvnforum.csv,vrjuggler.csv,gretl.csv,plplot.csv,alleg.csv,buddata-ebxml-registry.csv
alleg.csv,0.23,0.38,0.26,0.07,0.27,0.52,0.29,0.25,0.29,0.37,0.54,0.13,0.37,0.16,0.67,0.33,0.94,0.55
buddata-ebxml-registry.csv,0.63,0.78,0.29,0.21,0.2,0.72,0.62,0.56,0.45,0.28,0.58,0.2,0.45,0.35,0.91,0.42,0.76,1.0
co-ode-owl-plugins.csv,0.45,0.55,0.34,0.32,0.24,0.71,0.48,0.5,0.36,0.91,0.54,0.2,0.51,0.12,0.49,0.56,0.44,0.67
firebreath.csv,0.6,0.66,0.26,0.33,0.3,0.67,0.59,0.97,0.32,0.14,0.58,0.22,0.27,0.37,0.76,0.43,0.71,0.51
gretl.csv,0.58,0.77,0.24,0.27,0.2,0.75,0.65,0.55,0.47,0.31,0.54,0.2,0.46,0.34,0.98,0.49,0.71,0.91
konversation.csv,0.17,0.33,0.26,0.91,0.23,0.55,0.37,0.48,0.17,0.37,0.13,0.15,0.31,0.14,0.56,0.23,0.43,0.38
lazarus-ccr.csv,0.98,0.61,0.0,0.33,0.24,0.65,0.47,0.41,0.23,0.51,0.17,0.26,0.57,0.39,0.32,0.32,0.52,0.5
linuxsh.csv,0.58,0.56,0.95,0.27,0.2,0.65,0.61,0.52,0.4,0.14,0.5,0.31,0.48,0.42,0.72,0.37,0.62,0.77
migen.csv,0.3,0.47,0.19,0.44,0.27,0.65,0.95,0.17,0.29,0.18,0.27,0.21,0.19,0.09,0.38,0.29,0.23,0.26
moviesandbox.csv,0.37,0.58,0.32,0.4,0.31,0.97,0.53,0.49,0.27,0.11,0.52,0.34,0.37,0.21,0.49,0.34,0.33,0.38
mvnforum.csv,0.34,0.21,0.17,0.0,0.16,0.58,0.35,0.47,0.0,0.07,0.26,0.23,0.91,0.2,0.32,0.36,0.4,0.34
ontomorphtab.csv,0.55,0.99,0.28,0.31,0.36,0.72,0.62,0.58,0.31,0.17,0.61,0.21,0.42,0.08,0.76,0.46,0.7,0.8
opengs.csv,0.53,0.4,0.19,0.47,0.34,0.69,0.56,0.34,0.3,0.27,0.99,0.27,0.35,0.12,0.57,0.36,0.48,0.35
plplot.csv,0.53,0.53,0.29,0.4,0.35,0.73,0.56,0.53,0.44,0.14,0.54,0.31,0.42,0.16,0.91,0.95,0.76,0.39
scite-ru.csv,0.63,0.75,0.22,0.32,0.27,0.62,0.64,0.45,0.82,0.27,0.63,0.22,0.44,0.2,0.4,0.53,0.34,0.8
tokratan.csv,0.38,0.36,0.0,0.34,0.21,0.41,0.31,0.42,0.42,0.07,0.17,0.93,0.2,0.38,0.64,0.37,0.41,0.46
vrjuggler.csv,0.21,0.05,0.0,0.4,0.11,0.17,0.19,0.1,0.23,0.26,0.13,0.3,0.17,0.88,0.07,0.0,0.04,0.14
xuggle.csv,0.38,0.48,0.35,0.44,0.91,0.62,0.44,0.42,0.31,0.27,0.63,0.16,0.32,0.0,0.69,0.44,0.69,0.78
