,lazarus-ccr.csv,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,migen.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,mvnforum.csv,vrjuggler.csv,gretl.csv,plplot.csv,alleg.csv,buddata-ebxml-registry.csv
alleg.csv,0.5,0.33,0.65,0.16,0.33,0.46,0.47,0.24,0.27,0.43,0.6,0.46,0.3,0.32,0.47,0.42,0.11,0.5
buddata-ebxml-registry.csv,1.0,0.86,1.0,1.0,0.98,1.0,0.95,1.0,1.0,1.0,0.96,0.99,1.0,1.0,1.0,1.0,1.0,0.0
co-ode-owl-plugins.csv,0.5,0.24,0.76,0.22,0.47,0.54,0.3,0.19,0.04,0.01,0.49,0.96,0.59,0.25,0.17,0.26,0.27,0.25
firebreath.csv,0.39,0.29,0.65,0.38,0.37,0.4,0.72,0.01,0.71,0.68,0.45,0.52,0.61,0.86,0.87,0.67,0.85,0.25
gretl.csv,0.71,0.86,0.89,0.66,0.84,0.86,0.77,0.77,0.6,0.87,0.86,0.91,0.89,0.8,0.1,0.49,0.8,1.0
konversation.csv,0.29,0.48,0.53,0.0,0.31,0.31,0.12,0.71,0.44,0.14,0.21,0.48,0.34,0.39,0.57,0.46,0.51,0.5
lazarus-ccr.csv,0.0,0.29,0.02,0.14,0.48,0.63,0.42,0.38,0.19,0.18,0.16,0.43,0.34,0.42,0.07,0.09,0.55,0.5
linuxsh.csv,0.64,0.52,0.0,0.66,0.67,0.8,0.79,0.48,0.88,0.4,0.77,0.35,0.68,0.69,0.77,0.72,0.53,0.75
migen.csv,0.57,0.19,0.31,0.14,0.08,0.17,0.0,0.06,0.06,0.13,0.21,0.29,0.02,0.08,0.1,0.05,0.24,0.25
moviesandbox.csv,0.25,0.1,0.47,0.22,0.22,0.03,0.3,0.19,0.1,0.18,0.18,0.35,0.3,0.17,0.17,0.14,0.49,0.25
mvnforum.csv,0.18,0.38,0.0,0.03,0.36,0.2,0.21,0.75,0.13,0.09,0.25,0.19,0.02,0.03,0.4,0.04,0.49,0.25
ontomorphtab.csv,0.46,0.0,0.8,0.36,0.24,0.31,0.49,0.62,0.12,0.38,0.75,0.65,0.61,0.15,0.3,0.28,0.64,0.5
opengs.csv,0.32,0.24,0.33,0.16,0.16,0.2,0.23,0.09,0.04,0.01,0.0,0.29,0.57,0.24,0.17,0.19,0.25,0.0
plplot.csv,0.82,0.05,1.0,0.22,0.22,0.37,0.58,0.16,0.67,0.25,0.31,0.27,0.45,0.51,1.0,0.0,1.0,0.0
scite-ru.csv,0.86,0.86,0.09,0.39,0.4,0.54,0.6,0.33,0.04,0.49,0.78,0.81,0.86,0.63,0.03,0.21,0.24,0.75
tokratan.csv,0.07,0.05,0.18,0.36,0.32,0.17,0.21,0.12,0.4,0.4,0.12,0.0,0.2,0.73,0.33,0.25,0.29,0.0
vrjuggler.csv,0.39,0.19,0.02,0.04,0.01,0.0,0.12,0.0,0.04,0.02,0.03,0.06,0.07,0.03,0.0,0.0,0.02,0.0
xuggle.csv,0.54,0.71,0.65,0.14,0.01,0.34,0.53,0.54,0.65,0.64,0.61,0.63,0.43,0.02,0.73,0.82,0.76,1.0
