,lazarus-ccr.csv,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,migen.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,mvnforum.csv,vrjuggler.csv,gretl.csv,plplot.csv,alleg.csv,buddata-ebxml-registry.csv
alleg.csv,0.94,0.79,0.75,0.93,0.54,0.69,0.87,0.84,0.76,0.52,0.68,0.81,0.68,0.87,0.64,0.71,0.12,0.79
buddata-ebxml-registry.csv,1.0,0.86,1.0,1.0,0.98,1.0,0.95,1.0,1.0,1.0,0.96,0.99,1.0,1.0,1.0,1.0,1.0,0.0
co-ode-owl-plugins.csv,0.74,0.62,0.76,0.55,0.59,0.58,0.64,0.6,0.76,0.11,0.62,0.96,0.61,0.91,0.69,0.42,0.72,0.55
firebreath.csv,0.54,0.52,0.75,0.45,0.48,0.53,0.75,0.03,0.86,0.96,0.56,0.62,0.87,0.87,0.91,0.71,0.87,0.7
gretl.csv,0.76,0.86,0.93,0.66,0.85,0.86,0.77,0.79,0.64,0.87,0.88,0.91,0.89,0.82,0.1,0.55,0.82,1.01
konversation.csv,0.92,0.88,0.7,0.17,0.62,0.61,0.74,0.78,0.92,0.63,0.93,0.77,0.75,0.9,0.8,0.85,0.81,0.91
lazarus-ccr.csv,0.04,0.56,1.0,0.6,0.59,0.69,0.67,0.69,0.83,0.38,0.9,0.54,0.44,0.57,0.81,0.77,0.76,0.83
linuxsh.csv,0.71,0.71,0.09,0.66,0.73,0.83,0.8,0.61,0.9,0.88,0.82,0.44,0.7,0.7,0.84,0.79,0.67,0.82
migen.csv,0.91,0.68,0.79,0.44,0.74,0.49,0.09,0.9,0.81,0.84,0.82,0.67,0.89,0.94,0.76,0.81,0.88,0.89
moviesandbox.csv,0.75,0.58,0.6,0.4,0.53,0.05,0.58,0.61,0.82,0.91,0.58,0.41,0.68,0.83,0.69,0.73,0.89,0.8
mvnforum.csv,0.77,0.94,0.91,1.0,0.74,0.56,0.76,0.81,1.01,0.95,0.83,0.69,0.11,0.88,0.89,0.76,0.83,0.83
ontomorphtab.csv,0.62,0.03,0.82,0.49,0.42,0.43,0.56,0.65,0.77,0.82,0.76,0.71,0.7,0.95,0.46,0.55,0.68,0.59
opengs.csv,0.59,0.75,0.8,0.37,0.55,0.44,0.55,0.77,0.81,0.83,0.02,0.55,0.76,0.91,0.61,0.69,0.69,0.79
plplot.csv,0.87,0.63,1.0,0.4,0.47,0.45,0.67,0.57,0.71,0.87,0.56,0.48,0.64,0.91,1.0,0.1,1.0,0.76
scite-ru.csv,0.86,0.86,0.82,0.46,0.53,0.65,0.63,0.64,0.24,0.66,0.78,0.82,0.87,0.89,0.75,0.48,0.8,0.81
tokratan.csv,0.75,0.77,1.02,0.43,0.67,0.73,0.79,0.69,0.62,0.98,0.9,0.13,0.86,0.74,0.6,0.67,0.75,0.7
vrjuggler.csv,0.92,0.99,1.0,0.67,0.93,0.91,0.89,0.95,0.86,0.83,0.93,0.74,0.89,0.13,0.97,1.0,0.98,0.93
xuggle.csv,0.82,0.9,0.66,0.44,0.11,0.55,0.75,0.74,0.84,0.72,0.63,0.78,0.75,1.0,0.83,0.83,0.8,1.05
