,sabbu.csv,vxl.csv,jicarilla.csv,ossim.csv,zact.csv,optalgtoolkit.csv,projectts.csv,abbot.csv,oscarmcmaster.csv
abbot.csv,0.38,0.76,0.58,0.56,0.43,0.58,0.51,1.0,0.45
jicarilla.csv,0.16,0.19,0.94,0.12,0.14,0.21,0.27,0.14,0.15
optalgtoolkit.csv,0.55,0.68,0.03,0.81,0.86,0.84,0.59,0.52,0.51
oscarmcmaster.csv,0.24,0.14,0.24,0.0,0.57,0.0,0.03,0.18,0.87
ossim.csv,0.29,0.0,0.0,0.75,0.0,0.0,0.03,0.0,0.06
projectts.csv,0.62,0.86,0.64,0.88,0.71,0.79,1.0,0.52,0.68
sabbu.csv,0.98,0.46,0.03,0.5,0.86,0.37,0.16,0.27,0.72
vxl.csv,0.53,0.95,1.0,0.12,0.0,0.11,0.86,0.91,0.47
zact.csv,0.0,0.0,0.06,0.5,1.0,0.32,0.0,0.55,0.55
