,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,glas.csv,codepurge.csv,jcl.csv,gmerlin.csv,quantlib.csv
chipster.csv,0.54,0.68,0.61,0.36,0.2,0.96,0.86,0.46,0.37,0.55,0.5,0.54,0.0,0.52,0.25,0.47,0.33
codepurge.csv,0.38,0.66,0.17,0.23,0.42,0.27,0.97,0.24,0.26,0.53,0.2,0.2,0.04,0.97,0.33,0.35,0.2
fontforge.csv,0.26,0.58,0.25,0.19,0.46,0.3,0.96,0.93,0.26,0.66,0.13,0.07,0.06,0.2,0.24,0.15,0.15
glas.csv,0.38,0.6,0.28,0.36,0.64,0.65,0.0,0.66,0.58,0.36,0.41,0.53,0.96,0.29,0.56,0.32,0.37
gmerlin.csv,0.43,0.59,0.28,0.19,0.45,0.4,0.0,0.63,0.62,0.55,0.43,0.62,0.1,0.47,0.41,0.86,0.25
hatari.csv,0.63,0.66,0.88,0.61,0.64,0.61,0.83,0.55,0.62,0.46,0.66,0.5,0.5,0.42,0.61,0.52,0.45
jcl.csv,0.02,0.07,0.04,0.19,0.0,0.06,0.0,0.0,0.0,0.12,0.01,0.26,0.0,0.14,0.88,0.07,0.0
ltp.csv,0.23,0.29,0.2,0.19,1.0,0.07,0.97,0.1,0.38,0.1,0.05,0.13,0.06,0.15,0.25,0.15,0.2
mia.csv,0.2,0.62,0.2,0.15,0.16,0.43,0.0,0.24,0.07,0.49,0.45,0.91,0.0,0.14,0.48,0.37,0.14
net-snmp.csv,1.0,0.46,0.25,0.4,0.57,0.53,0.92,0.43,0.42,0.63,0.58,0.37,0.13,0.25,0.63,0.43,0.43
opde.csv,0.46,0.5,0.36,0.97,0.6,0.39,0.0,0.1,0.42,0.16,0.5,0.2,0.22,0.53,0.49,0.58,0.4
oppna-program-hsatools.csv,0.54,0.21,0.13,0.17,0.13,0.48,0.0,0.0,0.34,0.3,0.99,0.0,0.44,0.69,0.43,0.46,0.38
powerfolder-.csv,0.24,1.0,0.04,0.05,0.14,0.25,0.0,0.42,0.0,0.18,0.38,0.26,0.0,0.05,0.56,0.15,0.0
qlc.csv,0.14,0.04,0.0,0.1,0.01,0.04,0.0,0.33,0.86,0.25,0.02,0.0,0.04,0.0,0.09,0.15,0.0
quantlib.csv,0.02,0.63,0.41,0.38,0.61,0.51,0.97,0.43,0.13,0.48,0.31,0.54,0.34,0.43,0.24,0.11,1.0
tcl.csv,0.41,0.48,0.28,0.57,0.61,0.47,0.9,0.58,0.56,1.0,0.26,0.19,0.39,0.57,0.58,0.47,0.41
