,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,glas.csv,codepurge.csv,jcl.csv,gmerlin.csv,quantlib.csv
chipster.csv,0.53,0.55,0.6,0.33,0.25,0.97,0.08,0.52,0.21,0.55,0.61,0.25,0.0,0.27,0.16,0.4,0.28
codepurge.csv,0.42,0.56,0.2,0.2,0.77,0.34,0.2,0.26,0.16,0.59,0.29,0.11,0.05,0.98,0.19,0.38,0.17
fontforge.csv,0.3,0.46,0.3,0.21,0.59,0.35,0.17,0.96,0.19,0.67,0.2,0.05,0.1,0.22,0.13,0.19,0.16
glas.csv,0.4,0.44,0.33,0.36,0.73,0.58,0.0,0.61,0.31,0.42,0.53,0.22,0.97,0.17,0.22,0.3,0.27
gmerlin.csv,0.47,0.44,0.34,0.2,0.53,0.4,0.0,0.6,0.31,0.55,0.54,0.24,0.12,0.35,0.19,0.9,0.22
hatari.csv,0.59,0.5,0.93,0.51,0.76,0.56,0.07,0.54,0.26,0.55,0.76,0.15,0.52,0.29,0.24,0.44,0.3
jcl.csv,0.05,0.11,0.07,0.24,0.0,0.08,0.0,0.0,0.0,0.16,0.02,0.23,0.0,0.1,0.92,0.1,0.0
ltp.csv,0.27,0.24,0.26,0.24,1.0,0.11,0.2,0.15,0.33,0.14,0.07,0.07,0.1,0.18,0.29,0.19,0.25
mia.csv,0.22,0.5,0.24,0.18,0.22,0.39,0.0,0.26,0.04,0.48,0.79,0.94,0.0,0.12,0.18,0.32,0.15
net-snmp.csv,0.99,0.45,0.29,0.42,0.66,0.5,0.11,0.53,0.22,0.61,0.69,0.16,0.18,0.15,0.24,0.44,0.36
opde.csv,0.6,0.41,0.58,0.98,0.69,0.37,0.0,0.14,0.19,0.19,0.61,0.11,0.27,0.23,0.22,0.46,0.23
oppna-program-hsatools.csv,0.64,0.47,0.62,0.47,0.81,0.6,0.04,0.61,0.23,0.67,1.0,0.16,0.55,0.31,0.2,0.44,0.35
powerfolder-.csv,0.32,1.0,0.07,0.07,0.19,0.27,0.0,0.45,0.0,0.24,0.51,0.3,0.0,0.08,0.23,0.21,0.0
qlc.csv,0.19,0.06,0.0,0.14,0.02,0.06,0.0,0.38,0.91,0.31,0.04,0.0,0.05,0.0,0.09,0.2,0.0
quantlib.csv,0.05,0.48,0.41,0.33,0.74,0.52,0.2,0.39,0.12,0.56,0.79,0.33,0.39,0.39,0.21,0.15,1.0
tcl.csv,0.42,0.35,0.31,0.47,0.72,0.45,0.1,0.55,0.23,1.0,0.35,0.05,0.41,0.32,0.27,0.39,0.24
