,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
bl-toolkit.csv,0.8,0.8,0.8,1.0,0.0,0.8,0.8,0.8,1.0,0.0,0.0,0.8,0.8,1.0,0.0
opengs.csv,0.0,0.915,0.67,1.0,0.0,0.67,0.915,0.635,1.0,0.0,0.0,0.915,0.67,1.0,0.0
patterntesting.csv,0.165,0.67,0.33,1.0,0.0,1.0,0.67,0.33,1.0,0.0,0.0,0.67,0.33,1.0,0.0
log4net.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gzigzag.csv,0.67,0.585,0.165,1.0,0.0,0.67,0.585,0.33,1.0,0.0,0.0,0.585,0.33,1.0,0.0
fw4spl.csv,0.125,0.4,0.4,1.0,0.0,0.5,0.4,0.4,1.0,0.0,0.1,0.4,0.4,1.0,0.0
phet.csv,0.43,0.29,0.43,1.0,0.0,0.43,0.29,0.43,1.0,0.0,0.0,0.29,0.31,1.0,0.0
gnukeda.csv,0.125,0.5,0.75,1.0,1.0,0.5,0.5,0.75,1.0,1.0,0.5,0.5,0.75,1.0,1.0
jaxen.csv,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0
unimrcp.csv,0.0,0.165,0.5,1.0,0.0,1.0,0.165,0.67,1.0,0.0,0.585,0.165,0.67,1.0,0.0
enlightenment.csv,0.21000000000000002,0.615,0.665,0.9,0.0,0.65,0.615,0.665,0.9,0.0,0.0,0.615,0.665,0.9,0.0
tokratan.csv,0.0,1.0,0.25,1.0,0.0,0.5,1.0,0.0,1.0,0.0,0.0,1.0,0.25,1.0,0.0
opensim4opencog.csv,0.165,0.5,0.0,1.0,0.0,0.165,0.5,0.33,1.0,0.0,0.33,0.5,0.41500000000000004,1.0,0.0
rsyslog.csv,0.67,0.5,0.5,1.0,0.0,0.67,0.5,0.5,1.0,0.0,0.5,0.5,0.5,1.0,0.0
qlc.csv,0.0,0.5,0.5,1.0,1.0,0.75,0.5,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0
lockss.csv,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,1.0,0.0
nicepress.csv,0.375,0.5,0.71,1.0,0.0,0.25,0.5,0.5,1.0,0.0,0.41500000000000004,0.5,0.585,1.0,0.0
scenemonitor.csv,0.0,0.0,0.25,1.0,1.0,0.5,0.0,0.25,1.0,1.0,0.5,0.0,0.25,1.0,1.0
wxlua.csv,0.0,0.22,0.89,1.0,0.0,0.0,0.22,0.89,1.0,0.0,0.89,0.22,0.89,1.0,0.0
blue-c.csv,0.5,0.33,0.67,1.0,1.0,0.5,0.33,0.67,1.0,1.0,0.0,0.33,0.67,1.0,1.0
tcl.csv,0.25,0.25,0.625,1.0,0.0,0.41500000000000004,0.25,0.5,1.0,0.0,0.5,0.25,0.5,1.0,0.0
etherboot.csv,0.5,0.41500000000000004,0.5,1.0,0.0,0.41500000000000004,0.41500000000000004,0.0,1.0,0.0,1.0,0.41500000000000004,0.41500000000000004,1.0,0.0
