,opensim4opencog.csv,bnetd.csv,moving-pictures.csv,irplus.csv,xcmetadataservicestoolkit.csv,carabiner.csv,gnome-jabber.csv,gmerlin.csv,fleet-simulator.csv,ipfilter.csv,mevenide.csv,ta3d.csv,elvishrayrenderer.csv,rockbox.csv
bnetd.csv,0.58,0.71,0.55,0.38,0.68,0.45,0.4,0.62,0.36,0.65,0.0,0.6,0.48,0.72
carabiner.csv,0.58,0.48,0.5,0.67,0.54,0.62,0.0,0.13,0.0,0.2,0.66,0.63,0.34,0.4
elvishrayrenderer.csv,0.37,0.51,0.32,0.51,0.65,0.31,0.0,0.49,0.4,0.35,0.36,0.41,0.75,0.46
fleet-simulator.csv,0.09,0.62,0.13,0.59,0.26,0.56,0.0,0.58,0.97,0.0,0.51,0.24,0.65,0.8
gmerlin.csv,0.0,0.64,0.35,0.37,0.5,0.0,0.52,0.64,0.39,0.61,0.05,0.67,0.48,0.33
gnome-jabber.csv,0.56,0.62,0.24,0.45,0.41,0.31,0.63,0.41,0.54,0.44,0.13,0.51,0.63,0.62
ipfilter.csv,0.68,0.32,0.61,0.4,0.55,0.0,0.0,0.54,0.51,0.95,0.0,0.56,0.24,0.5
irplus.csv,0.59,0.51,0.63,0.61,0.53,0.37,0.28,0.6,0.36,0.56,0.65,0.49,0.54,0.65
mevenide.csv,0.11,0.0,0.13,0.05,0.26,0.21,0.06,0.19,0.07,0.33,0.77,0.3,0.42,0.0
moving-pictures.csv,0.26,0.45,0.6,0.56,0.25,0.21,0.43,0.29,0.21,0.56,0.38,0.52,0.48,0.76
opensim4opencog.csv,0.55,0.61,0.43,0.61,0.65,0.34,0.33,0.58,0.56,0.48,0.13,0.49,0.33,0.56
rockbox.csv,0.26,0.45,0.4,0.44,0.18,0.36,0.34,0.43,0.62,0.47,0.65,0.3,0.49,0.76
ta3d.csv,0.05,0.0,0.0,0.28,0.29,0.29,0.05,0.0,0.29,0.26,0.48,0.64,0.0,0.0
xcmetadataservicestoolkit.csv,0.54,0.1,0.33,0.41,0.78,0.53,0.0,0.55,0.63,0.69,0.48,0.0,0.65,0.0
