,recall,precision,pf,cdom,bellwether
1,0.395,0.31,0.14,7.0,jgnash.csv
10,0.9299999999999999,0.9199999999999999,0.56,1.0,gpsmid.csv
13,0.94,0.43,0.36,8.0,nutz.csv
26,0.6,0.5549999999999999,0.31,4.0,botsnscouts.csv
32,0.4,0.36,0.25,16.0,ktc.csv
50,0.74,0.33,0.25,18.0,jmol.csv
23,0.905,0.905,0.625,1.0,magicwars.csv
24,0.605,0.76,0.41500000000000004,3.0,turbotrader-bos.csv
25,0.96,0.98,0.96,0.0,xmemcached.csv
