,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,zildo.csv,fluidium.csv,pamguard.csv
checker-framework.csv,0.77,0.67,0.93,0.91,0.95,0.59,0.9,0.63,0.0,0.92,0.98,0.84,0.58,1.0,0.65
fluidium.csv,0.82,0.68,0.91,0.97,0.65,0.75,0.89,0.77,0.86,0.76,0.88,0.85,0.69,0.0,0.84
guineu.csv,0.04,0.61,1.0,0.83,0.87,1.04,0.91,0.59,0.94,0.89,0.91,0.97,0.89,0.59,0.95
inkscape.csv,0.83,0.74,0.95,1.0,0.66,0.81,0.05,0.91,1.0,0.58,0.81,0.63,0.87,0.61,0.98
mpqc.csv,0.81,0.78,0.69,0.66,0.77,0.0,1.01,0.87,1.01,0.86,0.78,0.98,0.82,0.83,0.52
nsis.csv,0.82,0.96,0.82,0.94,0.98,0.94,0.97,0.74,0.85,0.94,0.14,1.0,0.93,0.9,0.94
octave.csv,0.67,0.73,0.77,0.69,0.14,0.99,0.71,0.77,0.97,0.85,0.88,0.92,0.9,0.91,0.84
owfs.csv,0.7,0.89,0.9,0.27,0.76,0.92,0.9,0.66,0.62,0.74,0.78,0.97,0.69,0.95,0.75
owlib.csv,0.45,0.04,0.49,0.73,0.61,0.98,0.74,0.73,0.67,0.7,0.69,0.74,0.46,0.87,0.65
pamguard.csv,0.79,0.71,1.0,0.96,0.57,0.7,0.88,0.76,0.67,0.75,0.8,0.74,0.72,0.79,0.03
prelude.csv,0.98,0.97,0.0,0.85,0.97,0.97,0.91,1.0,0.86,0.91,1.01,0.5,0.94,0.87,0.94
robocode.csv,0.49,0.74,0.95,0.61,0.56,0.77,0.86,0.0,0.61,0.66,0.89,0.86,0.69,0.65,0.77
uwom-server.csv,0.72,0.77,0.93,0.91,0.8,0.92,0.77,0.85,0.97,0.05,0.96,0.86,0.92,0.68,0.72
zengine.csv,0.94,0.99,1.0,0.87,0.57,0.78,0.85,0.66,0.28,0.74,0.62,0.0,0.71,0.82,0.94
zildo.csv,0.58,0.72,0.93,0.73,0.87,0.85,0.7,0.79,0.86,0.64,0.9,0.82,0.05,0.68,0.75
