,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,zildo.csv,fluidium.csv,pamguard.csv
checker-framework.csv,0.3,0.45,0.13,0.14,0.09,0.33,0.19,0.49,1.0,0.12,0.11,0.27,0.55,0.0,0.64
fluidium.csv,0.25,0.43,0.17,0.07,0.31,0.21,0.2,0.34,0.17,0.28,0.49,0.29,0.46,1.0,0.27
guineu.csv,0.96,0.49,0.0,0.21,0.17,0.0,0.16,0.53,0.08,0.17,0.17,0.05,0.19,0.55,0.1
inkscape.csv,0.24,0.36,0.09,0.0,0.29,0.17,0.98,0.15,0.0,0.41,0.33,0.54,0.23,0.51,0.03
mpqc.csv,0.34,0.41,0.48,0.32,0.21,1.0,0.04,0.46,0.18,0.18,0.5,0.24,0.39,0.36,0.65
nsis.csv,0.46,0.55,0.88,0.31,0.29,0.27,0.71,0.61,0.29,0.37,0.99,0.86,0.6,0.58,0.75
octave.csv,0.39,0.37,0.38,0.26,0.93,0.04,0.43,0.36,0.17,0.2,0.22,0.15,0.3,0.17,0.58
owfs.csv,0.39,0.19,0.4,0.84,0.23,0.09,0.19,0.46,0.33,0.34,0.36,0.05,0.46,0.08,0.4
owlib.csv,0.58,0.98,0.69,0.3,0.32,0.06,0.42,0.4,0.3,0.32,0.62,0.42,0.66,0.24,0.52
pamguard.csv,0.47,0.48,0.88,0.31,0.34,0.27,0.39,0.57,0.3,0.36,0.4,0.41,0.54,0.32,0.98
prelude.csv,0.48,0.56,1.0,0.33,0.31,0.24,0.74,0.6,0.35,0.4,0.91,0.9,0.64,0.58,0.77
robocode.csv,0.53,0.39,0.09,0.32,0.38,0.2,0.25,1.0,0.33,0.38,0.35,0.26,0.53,0.46,0.4
uwom-server.csv,0.42,0.35,0.13,0.13,0.21,0.09,0.37,0.56,0.3,0.97,0.15,0.26,0.4,0.43,0.52
zengine.csv,0.45,0.54,0.87,0.28,0.36,0.3,0.72,0.6,0.6,0.42,0.69,1.0,0.72,0.47,0.77
zildo.csv,0.47,0.39,0.13,0.26,0.19,0.19,0.48,0.33,0.17,0.37,0.26,0.31,0.97,0.43,0.44
