,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,zildo.csv,fluidium.csv,pamguard.csv
checker-framework.csv,0.63,0.6,0.75,0.67,0.0,0.66,0.91,0.44,0.69,0.91,0.86,0.83,0.59,0.5,0.43
fluidium.csv,0.93,0.77,0.8,0.89,0.57,0.55,0.86,0.92,0.9,0.85,0.82,0.8,0.82,0.67,0.93
guineu.csv,0.69,0.53,0.0,0.88,0.93,0.53,0.86,0.67,0.91,0.92,0.88,0.0,0.9,0.38,0.67
inkscape.csv,0.93,0.65,0.5,0.0,0.49,0.56,0.44,0.67,0.0,0.57,0.67,0.57,0.89,0.36,0.5
mpqc.csv,0.5,0.63,0.69,0.93,0.86,0.95,0.89,0.62,0.65,0.98,0.97,0.92,0.74,0.83,0.6
nsis.csv,0.36,0.41,0.53,0.4,0.39,0.46,0.38,0.41,0.52,0.45,0.48,0.42,0.41,0.47,0.35
octave.csv,0.8,0.73,0.73,0.52,0.95,0.77,0.72,0.88,0.74,0.97,0.92,0.67,0.77,0.67,0.43
owfs.csv,0.8,0.97,0.67,0.88,0.67,0.56,0.91,0.44,0.57,0.87,0.95,0.0,0.71,0.67,0.64
owlib.csv,0.45,0.55,0.36,0.33,0.48,0.51,0.58,0.47,0.62,0.51,0.63,0.7,0.43,0.69,0.5
pamguard.csv,0.3,0.53,0.49,0.41,0.67,0.59,0.56,0.43,0.53,0.54,0.88,0.91,0.48,0.88,0.44
prelude.csv,0.31,0.41,0.48,0.42,0.39,0.42,0.37,0.44,0.52,0.44,0.44,0.36,0.38,0.43,0.32
robocode.csv,0.59,0.85,0.5,0.44,0.58,0.68,0.92,0.52,0.76,0.67,0.55,0.88,0.51,0.5,0.74
uwom-server.csv,0.49,0.77,0.67,0.75,0.85,0.96,0.71,0.54,0.56,0.81,0.89,0.88,0.63,0.5,0.56
zengine.csv,0.29,0.4,0.5,0.36,0.44,0.51,0.35,0.35,0.37,0.4,0.44,0.42,0.34,0.38,0.32
zildo.csv,0.52,0.73,0.75,0.36,0.9,0.91,0.5,0.86,0.64,0.51,0.73,0.86,0.47,0.62,0.56
