,paintown.csv,google-collections.csv,smbopensoft.csv,forester-atv.csv,thout.csv,jsecurity.csv,cleartk.csv,opensim4opencog.csv
cleartk.csv,0.67,0.38,0.27,0.33,0.54,0.55,0.38,0.5
forester-atv.csv,0.95,0.44,0.35,0.5,0.76,0.97,0.76,0.49
google-collections.csv,0.43,0.36,0.27,0.35,0.46,0.46,0.35,0.4
jsecurity.csv,0.53,0.89,0.94,0.36,0.91,0.48,0.94,0.57
opensim4opencog.csv,0.43,0.41,0.38,0.45,0.53,0.5,0.37,0.49
paintown.csv,0.42,0.42,0.27,0.4,0.48,0.48,0.36,0.46
smbopensoft.csv,0.51,0.42,0.39,0.35,0.49,0.64,0.43,0.49
thout.csv,0.63,0.4,0.66,0.91,0.52,0.62,0.48,0.42
