,qpe.csv,lmms.csv,openmeetings.csv,rsyslog.csv,grafx2.csv,yale.csv,sylpheed-claws.csv,openxava.csv,pgui.csv,lufa-lib.csv,netatalk.csv,xqilla.csv,bibletime.csv,keyczar.csv,quickfast.csv
bibletime.csv,0.64,0.67,0.8,0.3,0.58,0.6,0.58,0.67,0.27,0.13,0.41,0.47,0.69,0.46,0.58
grafx2.csv,0.49,0.61,0.64,0.52,0.75,0.57,0.51,0.36,0.6,0.13,0.76,0.41,0.64,0.4,0.58
keyczar.csv,0.06,0.17,0.21,0.14,0.14,0.01,0.3,0.0,0.16,0.28,0.39,0.0,0.0,0.71,0.23
lmms.csv,0.68,0.64,0.77,0.17,0.76,0.65,0.0,0.68,0.09,0.0,0.42,0.36,0.43,0.73,0.68
lufa-lib.csv,0.62,0.55,0.43,0.53,0.13,0.59,0.54,0.13,0.61,0.67,0.45,0.0,0.54,0.58,0.46
netatalk.csv,0.65,0.67,0.46,0.54,0.6,0.52,0.45,0.13,0.59,0.56,0.65,0.59,0.63,0.56,0.7
openmeetings.csv,0.69,0.58,0.92,0.58,0.68,0.68,0.52,0.66,0.65,0.46,0.7,0.54,0.61,0.25,0.66
openxava.csv,0.64,0.32,0.7,0.51,0.27,0.54,0.58,0.73,0.59,0.38,0.79,0.92,0.24,0.53,0.6
pgui.csv,0.0,0.0,0.77,0.0,0.67,0.0,0.0,0.29,0.56,0.05,0.59,0.0,0.44,0.0,0.0
qpe.csv,0.72,0.45,0.67,0.79,0.53,0.48,0.25,0.36,0.58,0.56,0.75,0.36,0.34,0.29,0.47
quickfast.csv,0.46,0.38,0.56,0.29,0.5,0.65,0.65,0.6,0.09,0.09,0.61,0.13,0.51,0.41,0.78
rsyslog.csv,0.69,0.67,0.61,0.8,0.63,0.53,0.31,0.57,0.67,0.5,0.46,0.47,0.63,0.4,0.56
sylpheed-claws.csv,0.35,0.27,0.35,0.0,0.0,0.63,0.69,0.75,0.65,0.0,0.0,0.49,0.27,0.0,0.0
xqilla.csv,0.12,0.29,0.33,0.05,0.25,0.12,0.2,0.15,0.2,0.18,0.4,0.99,0.25,0.31,0.3
yale.csv,0.51,0.53,0.5,0.0,0.13,0.51,0.22,0.48,0.38,0.17,0.21,0.0,0.5,0.51,0.43
