,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,all-plasm.csv,openmsx.csv,quark.csv,pnotepad.csv,gss.csv,growl-for-windows.csv,tango-cs.csv
all-plasm.csv,0.56,0.05,0.39,0.39,0.29,0.42,0.9,0.24,0.27,0.47,0.36,0.64,0.3
gamestone.csv,0.16,0.93,0.18,0.11,0.0,0.04,0.0,0.12,0.15,0.15,0.18,0.05,0.46
gbif-providertoolkit.csv,0.31,0.0,0.07,0.0,0.96,0.18,0.24,0.21,0.11,0.15,0.06,0.11,0.22
growl-for-windows.csv,0.42,0.16,0.49,0.32,0.28,0.54,0.36,0.47,0.44,0.33,0.58,0.97,0.52
gss.csv,0.75,0.42,0.65,0.5,0.32,0.66,0.54,0.48,0.37,0.79,1.0,0.49,0.48
heekscad.csv,1.0,0.36,0.6,0.52,0.27,0.54,0.44,0.51,0.44,0.75,0.32,0.24,0.25
igarden.csv,0.43,0.12,0.33,0.95,0.19,0.32,0.49,0.19,0.24,0.32,0.21,0.31,0.44
levent.csv,0.7,0.48,0.67,0.45,0.52,1.0,0.51,0.42,0.25,0.55,0.52,0.42,0.35
openmsx.csv,0.56,0.09,0.41,0.47,0.2,0.81,0.69,0.95,0.35,0.68,0.62,0.77,0.52
pnotepad.csv,0.81,0.31,0.61,0.45,0.3,0.77,0.58,0.52,0.37,0.99,0.69,0.62,0.57
quark.csv,0.44,0.22,0.37,0.06,0.0,0.0,0.17,0.09,0.96,0.08,0.17,0.2,0.31
tango-cs.csv,0.57,0.0,0.46,0.33,0.28,0.39,0.29,0.46,0.38,0.55,0.61,0.69,0.97
xcsoar.csv,0.72,0.25,0.98,0.41,0.37,0.51,0.53,0.37,0.35,0.34,0.64,0.47,0.56
