,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,all-plasm.csv,openmsx.csv,quark.csv,pnotepad.csv,gss.csv,growl-for-windows.csv,tango-cs.csv
all-plasm.csv,0.67,0.74,0.72,0.68,0.95,0.88,0.68,0.96,0.94,0.72,0.93,0.87,0.72
gamestone.csv,0.9,0.86,0.91,0.86,0.89,0.0,0.5,0.94,0.63,0.75,0.67,0.75,0.57
gbif-providertoolkit.csv,0.96,0.8,0.8,0.67,0.92,0.86,0.75,0.91,0.83,0.75,0.0,0.5,0.94
growl-for-windows.csv,0.76,0.65,0.61,0.76,0.49,0.52,0.38,0.42,0.38,0.75,0.45,0.59,0.35
gss.csv,0.44,0.52,0.38,0.32,0.33,0.42,0.31,0.51,0.4,0.47,0.4,0.36,0.45
heekscad.csv,0.44,0.5,0.37,0.45,0.53,0.55,0.5,0.41,0.53,0.43,0.86,0.69,0.78
igarden.csv,0.76,0.88,0.91,0.75,0.86,0.79,0.62,0.95,0.71,0.89,0.88,0.78,0.57
levent.csv,0.34,0.43,0.44,0.44,0.43,0.51,0.41,0.47,0.53,0.44,0.5,0.47,0.56
openmsx.csv,0.62,0.63,0.78,0.39,0.5,0.46,0.38,0.69,0.42,0.57,0.39,0.56,0.4
pnotepad.csv,0.42,0.43,0.35,0.32,0.34,0.42,0.31,0.38,0.31,0.4,0.31,0.32,0.32
quark.csv,0.7,0.0,0.93,0.0,0.75,0.0,0.5,0.67,0.92,0.5,0.8,0.75,0.7
tango-cs.csv,0.58,0.5,0.72,0.94,0.62,0.78,0.86,0.59,0.33,0.72,0.45,0.61,0.62
xcsoar.csv,0.37,0.56,0.46,0.61,0.43,0.48,0.42,0.45,0.35,0.6,0.4,0.47,0.33
