,baadengine.csv,werx.csv,plog4u.csv,jgameai.csv,zealos.csv,jaxen.csv,bnetd.csv,vars-redux.csv,wishmaster.csv,motu.csv,all-plasm.csv,impala.csv,xreal.csv,jparsec.csv
all-plasm.csv,0.8,0.99,0.02,0.31,0.25,0.08,0.6,0.45,0.22,0.24,0.73,0.07,0.03,0.29
baadengine.csv,0.93,0.95,0.01,0.26,0.31,0.08,0.51,0.48,0.19,0.23,0.42,0.12,0.03,0.57
bnetd.csv,0.72,0.98,0.01,0.29,0.38,0.05,0.82,0.45,0.17,0.35,0.39,0.13,0.05,0.32
impala.csv,0.8,1.0,0.04,0.35,0.39,0.05,0.69,0.5,0.17,0.17,0.22,0.23,0.11,0.37
jaxen.csv,0.75,0.99,0.01,0.27,0.39,0.38,0.56,0.43,0.22,0.24,0.42,0.13,0.04,0.34
jgameai.csv,1.0,0.83,0.0,0.37,0.3,0.02,0.48,0.38,0.24,0.08,0.2,0.22,0.0,0.0
jparsec.csv,0.8,0.94,0.02,0.3,0.31,0.07,0.54,0.49,0.18,0.24,0.34,0.11,0.03,0.68
motu.csv,0.86,0.98,0.01,0.33,0.33,0.05,0.62,0.43,0.15,0.4,0.41,0.12,0.04,0.39
vars-redux.csv,0.83,0.93,0.02,0.17,0.6,0.13,0.7,0.58,0.22,0.26,0.45,0.13,0.05,0.36
werx.csv,0.75,1.0,0.01,0.3,0.31,0.07,0.51,0.41,0.19,0.21,0.4,0.12,0.03,0.39
wishmaster.csv,0.54,1.0,0.0,0.0,0.0,0.08,0.78,0.44,0.34,0.67,0.5,0.13,0.09,0.62
xreal.csv,0.6,1.0,0.0,0.31,0.25,0.0,0.62,0.24,0.0,0.12,0.0,0.2,0.62,0.5
zealos.csv,0.85,0.98,0.0,0.46,0.48,0.0,0.67,0.29,0.33,0.33,0.52,0.0,0.05,0.44
