,baadengine.csv,werx.csv,plog4u.csv,jgameai.csv,zealos.csv,jaxen.csv,bnetd.csv,vars-redux.csv,wishmaster.csv,motu.csv,all-plasm.csv,impala.csv,xreal.csv,jparsec.csv
all-plasm.csv,0.58,0.5,0.89,0.45,0.16,0.24,0.49,0.59,0.56,0.41,0.77,0.14,0.43,0.35
baadengine.csv,0.8,0.29,0.52,0.4,0.0,0.7,0.13,0.57,0.3,0.55,0.13,0.09,0.59,0.75
bnetd.csv,0.45,0.61,0.67,0.52,0.37,0.05,0.74,0.57,0.33,0.57,0.26,0.48,0.78,0.45
impala.csv,0.04,0.17,0.93,0.66,0.34,0.42,0.5,0.02,0.44,0.1,0.22,0.62,0.95,0.28
jaxen.csv,0.17,0.7,0.71,0.44,0.66,0.98,0.5,0.56,0.63,0.53,0.27,0.58,0.73,0.47
jgameai.csv,0.01,0.04,0.0,0.61,0.05,0.23,0.3,0.12,0.47,0.1,0.06,0.1,0.0,0.0
jparsec.csv,0.66,0.0,0.77,0.41,0.0,0.57,0.24,0.62,0.29,0.56,0.31,0.52,0.36,0.76
motu.csv,0.45,0.0,0.68,0.18,0.04,0.09,0.62,0.39,0.33,0.64,0.54,0.54,0.59,0.34
vars-redux.csv,0.62,0.22,0.78,0.18,0.35,0.63,0.45,0.7,0.56,0.59,0.58,0.4,0.82,0.48
werx.csv,0.05,0.97,0.0,0.09,0.0,0.49,0.24,0.34,0.0,0.17,0.0,0.17,0.05,0.0
wishmaster.csv,0.17,0.09,0.0,0.0,0.0,0.24,0.21,0.56,0.71,0.18,0.23,0.4,0.92,0.21
xreal.csv,0.07,0.15,0.0,0.18,0.04,0.0,0.16,0.12,0.0,0.1,0.0,0.55,1.0,0.05
zealos.csv,0.33,0.36,0.0,0.27,0.71,0.0,0.12,0.23,0.17,0.35,0.54,0.0,0.61,0.37
