,exordium.csv,mptvseries.csv,toped.csv,qtractor.csv,flexpay.csv,openmsx.csv,synergyspace.csv,elateportal.csv,tango-cs.csv
elateportal.csv,0.32,0.58,0.57,0.5,0.61,0.72,0.42,0.98,0.49
exordium.csv,0.79,0.58,0.78,0.46,0.58,0.31,0.23,0.02,0.44
flexpay.csv,0.63,0.26,0.47,0.54,0.48,0.71,0.15,0.14,0.2
mptvseries.csv,0.32,0.79,0.45,0.32,0.2,0.05,0.15,0.0,0.07
openmsx.csv,0.95,0.63,0.67,0.5,0.48,0.58,0.35,0.14,0.33
qtractor.csv,0.84,0.63,0.76,0.75,0.55,0.29,0.23,0.05,0.42
synergyspace.csv,0.26,0.37,0.22,0.21,0.57,0.25,0.65,0.09,0.38
tango-cs.csv,0.84,0.74,0.78,0.89,0.85,0.94,0.88,0.91,0.49
toped.csv,0.79,0.79,0.8,0.57,0.76,0.51,0.85,0.82,0.8
