,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,vienna-add-in.csv,plato.csv,proftp.csv,echongl.csv,tycho.csv,xpontus.csv,unicase.csv,uclmda.csv
echongl.csv,0.15,0.8,0.09,0.57,0.4,0.59,0.51,0.99,0.15,0.0,0.62,0.01
ivatamasks.csv,0.51,0.85,0.17,0.99,0.63,0.7,0.6,0.75,0.76,0.02,0.72,0.94
orc.csv,0.04,0.16,0.97,0.08,0.43,0.89,0.36,0.15,0.06,0.0,0.49,0.33
plato.csv,0.2,0.9,0.21,0.79,0.76,0.98,0.6,0.42,0.7,0.02,0.8,0.86
proftp.csv,0.38,0.35,0.22,0.51,0.4,0.42,0.97,0.4,0.38,0.07,0.44,0.24
tycho.csv,0.26,0.62,0.11,0.64,0.5,0.49,0.17,0.52,0.97,0.0,0.73,0.43
uclmda.csv,0.28,0.91,0.17,0.66,0.49,0.52,0.48,0.83,0.71,0.02,0.57,1.0
umber.csv,1.0,0.38,0.12,0.42,0.23,0.24,0.0,0.7,0.19,0.0,0.09,0.28
unicase.csv,0.42,0.83,0.24,0.71,0.53,0.67,0.44,0.6,0.59,0.03,0.99,0.02
vienna-add-in.csv,0.64,0.95,0.18,0.76,0.98,0.37,0.47,0.84,0.47,0.05,0.55,0.84
wpdev.csv,0.41,1.0,0.19,0.81,0.8,0.86,0.64,0.84,0.71,0.02,0.84,0.98
