,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,vienna-add-in.csv,plato.csv,proftp.csv,echongl.csv,tycho.csv,xpontus.csv,unicase.csv,uclmda.csv
echongl.csv,4.0,0.0,29.0,2.0,1.0,0.0,2.0,0.0,1.0,117.0,0.0,1.0
ivatamasks.csv,20.0,0.0,13.0,0.0,1.0,0.0,1.0,0.0,0.0,67.0,1.0,2.0
orc.csv,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,1.0,0.0
plato.csv,3.0,0.0,16.0,2.0,0.0,0.0,2.0,1.0,0.0,94.0,0.0,2.0
proftp.csv,6.0,0.0,34.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,8.0,0.0
tycho.csv,15.0,0.0,59.0,1.0,0.0,0.0,1.0,0.0,0.0,117.0,0.0,1.0
uclmda.csv,18.0,0.0,36.0,0.0,0.0,1.0,2.0,0.0,0.0,62.0,1.0,0.0
umber.csv,0.0,0.0,22.0,1.0,0.0,0.0,66.0,0.0,1.0,117.0,0.0,0.0
unicase.csv,1.0,0.0,5.0,1.0,1.0,0.0,2.0,0.0,0.0,55.0,0.0,1.0
vienna-add-in.csv,4.0,0.0,31.0,1.0,0.0,0.0,8.0,0.0,0.0,30.0,1.0,2.0
wpdev.csv,4.0,0.0,17.0,2.0,0.0,0.0,1.0,0.0,0.0,96.0,0.0,2.0
