,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,vienna-add-in.csv,plato.csv,proftp.csv,echongl.csv,tycho.csv,xpontus.csv,unicase.csv,uclmda.csv
echongl.csv,0.19,0.0,0.22,0.47,0.32,0.48,0.39,0.99,0.11,0.0,0.53,0.01
ivatamasks.csv,0.74,0.77,0.45,0.99,0.48,0.58,0.46,0.29,0.75,0.62,0.62,0.0
orc.csv,0.06,0.11,0.95,0.05,0.36,0.4,0.27,0.1,0.04,0.0,0.4,0.24
plato.csv,0.17,0.0,0.38,0.0,0.2,0.94,0.0,0.34,0.0,0.3,0.24,0.45
proftp.csv,0.41,0.25,0.57,0.41,0.32,0.32,0.94,0.3,0.33,0.94,0.34,0.15
tycho.csv,0.35,0.47,0.38,0.39,0.43,0.38,0.15,0.42,0.95,0.0,0.61,0.32
uclmda.csv,0.43,0.0,0.52,0.58,0.42,0.4,0.33,0.13,0.0,0.7,0.48,1.0
umber.csv,1.0,0.27,0.22,0.34,0.16,0.17,0.0,0.42,0.13,0.0,0.06,0.2
unicase.csv,0.61,0.74,0.67,0.57,0.45,0.54,0.38,0.51,0.54,0.75,0.99,0.01
vienna-add-in.csv,0.82,0.0,0.47,0.53,0.98,0.28,0.46,0.0,0.44,0.9,0.46,0.59
wpdev.csv,0.0,1.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0
