,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,emeraldemu.csv,maya-work-in-progress.csv,unimrcp.csv,grafx2.csv,kindb.csv,kftpgrabber.csv,netatalk.csv,xmoto.csv
emeraldemu.csv,99.0,57.0,23.0,43.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,7.0,0.0
grafx2.csv,0.0,8.0,49.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,2.0,10.0,1.0
jahshakafx.csv,0.0,13.0,14.0,10.0,0.0,4.0,0.0,1.0,1.0,0.0,6.0,6.0,0.0
kftpgrabber.csv,46.0,1.0,7.0,3.0,0.0,22.0,1.0,13.0,2.0,2.0,0.0,1.0,0.0
kindb.csv,2.0,16.0,36.0,0.0,0.0,6.0,6.0,5.0,2.0,0.0,1.0,4.0,0.0
maya-work-in-progress.csv,10.0,2.0,124.0,3.0,0.0,2.0,0.0,0.0,1.0,1.0,15.0,0.0,1.0
netatalk.csv,0.0,15.0,24.0,1.0,0.0,13.0,0.0,0.0,2.0,0.0,3.0,0.0,1.0
nullc.csv,62.0,3.0,58.0,80.0,0.0,3.0,0.0,10.0,2.0,4.0,24.0,7.0,1.0
plee-the-bear.csv,97.0,34.0,0.0,1.0,0.0,7.0,0.0,14.0,0.0,2.0,9.0,1.0,1.0
reaper-ecad.csv,102.0,3.0,55.0,0.0,0.0,7.0,0.0,14.0,2.0,2.0,22.0,1.0,1.0
unimrcp.csv,3.0,6.0,5.0,4.0,0.0,9.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0
unladen-swallow.csv,11.0,0.0,46.0,51.0,1.0,6.0,0.0,13.0,2.0,2.0,19.0,1.0,0.0
xmoto.csv,104.0,1.0,139.0,27.0,0.0,2.0,0.0,14.0,2.0,2.0,12.0,1.0,0.0
