,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,emeraldemu.csv,maya-work-in-progress.csv,unimrcp.csv,grafx2.csv,kindb.csv,kftpgrabber.csv,netatalk.csv,xmoto.csv
emeraldemu.csv,0.7,0.25,0.15,0.34,0.18,0.0,0.0,0.16,0.11,0.38,0.18,0.21,0.2
grafx2.csv,0.25,0.35,0.42,0.27,0.18,0.17,0.09,0.28,0.0,0.25,0.23,0.34,0.23
jahshakafx.csv,0.0,0.17,0.18,0.09,0.0,0.14,0.02,0.07,0.05,0.12,0.18,0.21,0.16
kftpgrabber.csv,0.42,0.27,0.26,0.15,0.18,0.37,0.06,0.8,0.79,0.94,0.0,0.63,0.18
kindb.csv,0.31,0.43,0.36,0.29,0.27,0.41,0.3,0.38,0.16,0.0,0.37,0.34,0.25
maya-work-in-progress.csv,0.53,0.59,0.65,0.45,0.45,0.73,0.02,0.59,0.29,0.31,0.73,0.61,0.52
netatalk.csv,0.25,0.32,0.23,0.27,0.09,0.23,0.02,0.16,0.37,0.06,0.23,0.0,0.25
nullc.csv,0.64,0.86,1.0,1.0,0.0,0.62,0.79,0.66,0.5,0.56,1.0,0.97,0.73
plee-the-bear.csv,0.6,0.07,0.0,0.02,0.82,0.53,0.64,0.65,0.16,0.62,0.4,0.61,0.7
reaper-ecad.csv,0.73,0.51,0.72,0.0,0.82,0.48,0.66,0.49,0.84,0.81,0.58,0.68,0.61
unimrcp.csv,0.14,0.13,0.07,0.11,0.18,0.11,0.06,0.01,0.05,0.0,0.13,0.0,0.05
unladen-swallow.csv,0.13,0.03,0.61,0.51,0.73,0.47,0.89,0.64,0.47,0.75,0.53,0.66,0.61
xmoto.csv,0.71,0.54,0.6,0.4,0.45,0.4,0.45,0.88,0.71,0.94,0.6,0.84,0.0
