,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,emeraldemu.csv,maya-work-in-progress.csv,unimrcp.csv,grafx2.csv,kindb.csv,kftpgrabber.csv,netatalk.csv,xmoto.csv
emeraldemu.csv,0.33,0.21,0.2,0.12,0.85,0.99,1.0,0.4,0.83,0.65,0.62,0.38,0.68
grafx2.csv,0.53,0.2,0.1,0.25,0.88,0.59,0.81,0.36,1.0,0.86,0.48,0.38,0.64
jahshakafx.csv,1.0,0.23,0.15,0.17,1.0,0.55,0.89,0.5,0.67,0.87,0.48,0.33,0.68
kftpgrabber.csv,0.38,0.23,0.12,0.29,0.91,0.39,0.73,0.22,0.53,0.69,1.0,0.29,0.71
kindb.csv,0.55,0.2,0.12,0.27,0.88,0.43,0.61,0.42,0.83,1.0,0.5,0.41,0.69
maya-work-in-progress.csv,0.44,0.15,0.08,0.23,0.88,0.35,0.97,0.37,0.76,0.84,0.38,0.36,0.55
netatalk.csv,0.56,0.21,0.14,0.24,0.95,0.52,0.91,0.54,0.64,0.94,0.61,1.0,0.58
nullc.csv,0.3,0.1,0.06,0.13,1.0,0.34,0.39,0.28,0.67,0.79,0.33,0.26,0.47
plee-the-bear.csv,0.12,0.16,1.0,0.25,0.78,0.24,0.35,0.21,0.25,0.47,0.19,0.15,0.38
reaper-ecad.csv,0.24,0.05,0.06,1.0,0.76,0.29,0.42,0.16,0.35,0.64,0.27,0.21,0.45
unimrcp.csv,0.62,0.26,0.22,0.31,0.85,0.53,0.7,0.96,0.87,1.0,0.62,1.0,0.78
unladen-swallow.csv,0.18,0.73,0.04,0.06,0.67,0.22,0.34,0.16,0.4,0.66,0.13,0.14,0.31
xmoto.csv,0.34,0.17,0.08,0.2,0.84,0.45,0.48,0.28,0.54,0.67,0.39,0.3,1.0
