,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,emeraldemu.csv,maya-work-in-progress.csv,unimrcp.csv,grafx2.csv,kindb.csv,kftpgrabber.csv,netatalk.csv,xmoto.csv
emeraldemu.csv,0.73,0.54,0.45,0.75,0.8,0.08,0.78,0.72,0.57,0.77,0.44,0.68,0.51
grafx2.csv,0.44,0.48,0.49,0.46,0.74,0.49,0.48,0.62,0.0,0.39,0.61,0.55,0.55
jahshakafx.csv,0.03,0.63,0.52,0.88,0.86,0.63,0.75,0.82,0.91,0.63,0.69,0.74,0.6
kftpgrabber.csv,0.59,0.47,0.5,0.6,0.63,0.61,0.75,0.88,0.82,0.94,0.03,0.69,0.48
kindb.csv,0.34,0.46,0.41,0.38,0.62,0.51,0.43,0.46,0.34,0.03,0.44,0.49,0.42
maya-work-in-progress.csv,0.53,0.62,0.66,0.45,0.52,0.73,0.02,0.6,0.36,0.39,0.73,0.61,0.57
netatalk.csv,0.36,0.47,0.46,0.5,0.63,0.5,0.69,0.51,0.56,0.56,0.35,0.0,0.63
nullc.csv,0.74,0.89,1.0,1.0,0.02,0.69,0.83,0.73,0.51,0.56,1.0,0.98,0.76
plee-the-bear.csv,1.01,0.91,0.21,0.96,0.89,0.81,0.81,0.83,0.97,0.97,0.9,0.94,0.85
reaper-ecad.csv,0.88,0.94,0.75,0.04,0.93,0.74,0.73,0.89,1.04,0.87,0.81,0.85,0.73
unimrcp.csv,0.51,0.66,0.7,0.68,0.8,0.74,0.78,0.01,0.7,0.68,0.58,0.64,0.81
unladen-swallow.csv,0.94,0.47,0.86,0.94,1.0,0.85,0.95,0.92,0.86,0.82,0.99,0.97,0.91
xmoto.csv,0.73,0.57,0.64,0.49,0.66,0.48,0.6,0.88,0.76,0.94,0.63,0.84,0.0
