,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,emeraldemu.csv,maya-work-in-progress.csv,unimrcp.csv,grafx2.csv,kindb.csv,kftpgrabber.csv,netatalk.csv,xmoto.csv
emeraldemu.csv,0.6,0.55,0.62,0.37,0.26,0.93,0.26,0.34,0.49,0.35,0.63,0.4,0.57
grafx2.csv,0.66,0.67,0.72,0.64,0.32,0.58,0.58,0.48,1.0,0.72,0.47,0.59,0.54
jahshakafx.csv,0.98,0.44,0.56,0.15,0.17,0.44,0.29,0.23,0.11,0.43,0.37,0.33,0.47
kftpgrabber.csv,0.59,0.63,0.61,0.47,0.45,0.53,0.29,0.44,0.51,0.24,0.98,0.6,0.6
kindb.csv,0.81,0.77,0.78,0.74,0.48,0.67,0.69,0.71,0.72,0.98,0.74,0.64,0.68
maya-work-in-progress.csv,0.81,0.68,0.68,0.81,0.69,0.61,1.0,0.76,0.77,0.74,0.61,0.73,0.69
netatalk.csv,0.74,0.66,0.64,0.6,0.43,0.59,0.36,0.56,0.59,0.49,0.74,1.0,0.46
nullc.csv,0.54,0.4,0.0,0.0,0.98,0.6,0.5,0.58,0.76,0.78,0.0,0.13,0.57
plee-the-bear.csv,0.2,0.12,0.82,0.05,0.42,0.4,0.46,0.45,0.06,0.28,0.23,0.31,0.46
reaper-ecad.csv,0.43,0.23,0.58,0.97,0.39,0.45,0.57,0.29,0.31,0.45,0.43,0.45,0.55
unimrcp.csv,0.56,0.4,0.35,0.38,0.26,0.3,0.26,1.0,0.35,0.37,0.48,0.41,0.23
unladen-swallow.csv,0.09,0.58,0.39,0.24,0.31,0.32,0.34,0.34,0.31,0.51,0.19,0.3,0.34
xmoto.csv,0.6,0.71,0.66,0.68,0.53,0.7,0.58,0.4,0.56,0.24,0.67,0.49,1.0
