,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,emeraldemu.csv,maya-work-in-progress.csv,unimrcp.csv,grafx2.csv,kindb.csv,kftpgrabber.csv,netatalk.csv,xmoto.csv
emeraldemu.csv,0.54,0.57,0.8,0.82,0.54,0.63,0.86,0.75,0.74,0.65,0.45,0.77,0.46
grafx2.csv,0.46,0.49,0.53,0.58,0.75,0.6,0.57,0.61,0.44,0.43,0.59,0.48,0.54
jahshakafx.csv,0.51,0.68,0.67,0.89,0.86,0.79,0.78,0.9,0.83,0.47,0.62,0.58,0.68
kftpgrabber.csv,0.55,0.51,0.74,0.69,0.5,0.51,0.64,0.53,0.59,0.46,0.55,0.47,0.5
kindb.csv,0.33,0.36,0.44,0.41,0.4,0.41,0.5,0.48,0.31,0.36,0.37,0.45,0.37
maya-work-in-progress.csv,0.36,0.43,0.4,0.43,0.4,0.33,0.52,0.34,0.36,0.35,0.38,0.36,0.39
netatalk.csv,0.41,0.45,0.64,0.58,0.45,0.55,0.82,0.62,0.51,0.5,0.44,0.71,0.62
nullc.csv,0.57,0.55,0.4,0.53,0.45,0.45,0.56,0.51,0.47,0.4,0.42,0.42,0.48
plee-the-bear.csv,0.89,1.0,0.96,0.75,0.66,0.64,0.67,0.64,0.88,0.95,0.74,0.78,0.62
reaper-ecad.csv,0.68,0.93,0.52,0.96,0.7,0.68,0.58,0.91,0.84,0.61,0.61,0.67,0.61
unimrcp.csv,0.55,0.74,0.98,0.92,0.54,0.99,0.9,0.64,0.6,0.55,0.62,0.8,0.89
unladen-swallow.csv,0.97,1.0,0.61,0.82,0.83,0.77,0.53,0.68,0.9,0.49,0.87,0.69,0.74
xmoto.csv,0.55,0.45,0.48,0.65,0.55,0.49,0.68,0.46,0.58,0.47,0.51,0.46,0.56
