,x4x.csv,xharbour.csv,megasquirtavr.csv,atomsite.csv,hazelcast.csv,emisview.csv,trackit.csv,betoffice.csv,jitterbit.csv,wxlua.csv,bnetd.csv,jppf-project.csv,bionote.csv,kolmafia.csv,findbugs.csv,qedo.csv
atomsite.csv,0.79,0.88,0.22,0.48,0.92,0.53,0.66,0.47,0.34,0.89,0.67,0.97,0.15,0.69,0.34,0.08
betoffice.csv,0.81,0.79,0.2,0.34,0.81,0.28,0.61,0.55,0.16,0.92,0.49,0.92,0.1,0.53,0.34,0.12
bionote.csv,0.86,0.95,0.46,0.22,1.0,0.0,0.8,0.49,0.5,1.0,0.86,0.89,0.47,0.54,0.38,0.03
bnetd.csv,0.78,0.82,0.22,0.38,0.81,0.4,0.58,0.5,0.31,0.92,0.82,0.92,0.17,0.79,0.33,0.08
emisview.csv,0.65,0.0,0.29,0.61,0.97,0.48,0.83,0.43,0.41,1.0,0.63,0.89,0.26,0.58,0.44,0.19
findbugs.csv,0.76,0.89,0.21,0.45,0.83,0.28,0.66,0.52,0.29,0.92,0.57,0.96,0.11,0.65,0.44,0.07
hazelcast.csv,0.79,0.89,0.46,0.36,1.0,0.32,0.61,0.53,0.28,0.93,0.64,0.94,0.17,0.62,0.36,0.09
jitterbit.csv,0.76,0.88,0.27,0.41,0.92,0.33,0.78,0.36,0.55,0.94,0.52,0.95,0.16,0.6,0.48,0.02
jppf-project.csv,0.75,0.76,0.21,0.28,0.85,0.22,0.65,0.51,0.21,0.89,0.47,0.99,0.13,0.64,0.42,0.06
kolmafia.csv,0.79,0.86,0.22,0.42,0.95,0.31,0.67,0.5,0.32,0.92,0.63,0.94,0.14,0.77,0.35,0.09
megasquirtavr.csv,0.78,0.82,0.59,0.21,0.82,0.25,0.64,0.47,0.39,1.0,0.53,0.93,0.07,0.45,0.39,0.04
qedo.csv,0.86,0.62,0.07,0.23,0.86,0.5,0.41,0.59,0.17,0.89,0.47,0.97,0.04,0.45,0.26,0.24
trackit.csv,0.75,0.0,0.33,0.33,0.83,0.29,0.68,0.0,0.23,0.91,0.3,1.0,0.0,0.5,0.5,0.07
wxlua.csv,0.79,0.79,0.18,0.3,0.65,0.27,0.6,0.0,0.32,0.94,0.51,0.84,0.13,0.45,0.62,0.09
x4x.csv,0.91,0.8,0.24,0.3,0.76,0.3,0.63,0.5,0.28,0.91,0.59,0.91,0.09,0.57,0.38,0.08
xharbour.csv,0.77,0.99,0.27,0.34,0.91,0.3,0.75,0.46,0.32,0.92,0.51,0.91,0.23,0.67,0.46,0.04
