,x4x.csv,xharbour.csv,megasquirtavr.csv,atomsite.csv,hazelcast.csv,emisview.csv,trackit.csv,betoffice.csv,jitterbit.csv,wxlua.csv,bnetd.csv,jppf-project.csv,bionote.csv,kolmafia.csv,findbugs.csv,qedo.csv
atomsite.csv,0.31,0.32,0.53,0.42,0.35,0.5,0.45,0.47,0.48,0.61,0.37,0.38,0.37,0.88,0.39,0.49
betoffice.csv,0.59,0.51,0.95,0.44,0.49,0.38,0.45,0.57,0.66,0.56,0.54,0.38,0.45,0.38,0.38,0.64
bionote.csv,0.64,0.36,0.69,0.89,0.92,0.67,0.8,0.49,0.98,0.65,0.86,0.42,0.59,0.51,0.67,0.52
bnetd.csv,0.35,0.39,0.53,0.48,0.65,0.52,0.58,0.39,0.47,0.4,0.42,0.33,0.43,0.44,0.35,0.47
emisview.csv,0.5,0.0,0.55,0.56,0.48,0.52,0.83,0.74,0.57,0.5,0.45,0.5,0.68,0.5,0.52,0.95
findbugs.csv,0.36,0.32,0.53,0.55,0.42,0.36,0.42,0.41,0.44,0.46,0.41,0.48,0.46,0.45,0.63,0.54
hazelcast.csv,0.29,0.3,0.46,0.33,0.33,0.28,0.34,0.38,0.34,0.38,0.42,0.3,0.37,0.3,0.3,0.31
jitterbit.csv,0.31,0.36,0.63,0.48,0.37,0.42,0.61,0.86,0.62,0.88,0.43,0.51,0.47,0.38,0.45,0.77
jppf-project.csv,0.42,0.69,0.62,0.88,0.5,0.45,0.46,0.43,0.45,0.82,0.62,0.41,0.63,0.51,0.44,0.45
kolmafia.csv,0.34,0.34,0.53,0.33,0.38,0.28,0.41,0.39,0.37,0.37,0.38,0.31,0.36,0.37,0.31,0.43
megasquirtavr.csv,0.4,0.39,0.71,0.79,0.46,0.38,0.5,0.53,0.76,0.92,0.42,0.52,0.44,0.68,0.64,0.53
qedo.csv,0.86,0.9,0.96,0.69,0.86,0.83,0.68,0.82,0.64,0.58,0.84,0.74,0.65,0.79,0.74,0.76
trackit.csv,0.75,0.0,0.67,0.77,0.92,0.67,0.47,0.0,0.99,0.96,0.68,0.86,0.5,0.92,0.88,0.93
wxlua.csv,0.86,0.46,0.62,0.47,0.94,0.93,0.73,0.67,0.75,0.55,0.4,0.84,0.65,0.6,0.94,0.61
x4x.csv,0.47,0.4,0.54,0.54,0.8,0.42,0.54,0.55,0.49,0.64,0.43,0.49,0.51,0.49,0.49,0.5
xharbour.csv,0.34,0.37,0.58,0.53,0.49,0.39,0.55,0.5,0.51,0.67,0.44,0.62,0.55,0.4,0.38,0.57
