,x4x.csv,xharbour.csv,megasquirtavr.csv,atomsite.csv,hazelcast.csv,emisview.csv,trackit.csv,betoffice.csv,jitterbit.csv,wxlua.csv,bnetd.csv,jppf-project.csv,bionote.csv,kolmafia.csv,findbugs.csv,qedo.csv
atomsite.csv,0.84,0.78,0.36,0.57,0.85,0.6,0.7,0.58,0.48,0.3,0.71,0.75,0.26,0.35,0.42,0.15
betoffice.csv,0.64,0.76,0.26,0.5,0.8,0.4,0.7,0.59,0.2,0.91,0.58,0.88,0.18,0.67,0.47,0.22
bionote.csv,0.43,0.87,0.36,0.13,0.36,0.0,0.17,0.52,0.27,0.32,0.26,0.67,0.64,0.48,0.33,0.05
bnetd.csv,0.86,0.9,0.36,0.37,0.58,0.42,0.55,0.67,0.44,0.58,0.75,0.95,0.28,0.72,0.42,0.15
emisview.csv,0.42,0.0,0.35,0.55,0.67,0.57,0.38,0.29,0.5,0.04,0.62,0.57,0.37,0.52,0.42,0.19
findbugs.csv,0.83,0.8,0.34,0.45,0.87,0.39,0.78,0.67,0.44,0.42,0.64,0.69,0.19,0.6,0.44,0.13
hazelcast.csv,0.79,0.75,0.52,0.48,0.97,0.48,0.64,0.54,0.42,0.63,0.58,0.89,0.29,0.74,0.46,0.16
jitterbit.csv,0.84,0.92,0.36,0.55,0.89,0.44,0.47,0.17,0.61,0.3,0.67,0.59,0.27,0.69,0.57,0.03
jppf-project.csv,0.69,0.61,0.33,0.3,0.77,0.29,0.73,0.64,0.3,0.69,0.51,0.86,0.21,0.63,0.51,0.1
kolmafia.csv,0.88,0.9,0.36,0.55,0.8,0.47,0.73,0.67,0.46,0.66,0.73,0.87,0.25,0.73,0.5,0.17
megasquirtavr.csv,0.8,0.9,0.54,0.24,0.84,0.36,0.7,0.54,0.43,0.26,0.69,0.72,0.12,0.4,0.43,0.08
qedo.csv,0.24,0.38,0.08,0.28,0.19,0.21,0.29,0.51,0.22,0.75,0.42,0.49,0.06,0.34,0.24,0.37
trackit.csv,0.13,0.0,0.09,0.38,0.3,0.27,0.66,0.0,0.18,0.63,0.29,0.14,0.0,0.2,0.22,0.05
wxlua.csv,0.39,0.75,0.28,0.43,0.31,0.21,0.51,0.0,0.38,0.93,0.66,0.44,0.21,0.43,0.45,0.17
x4x.csv,0.82,0.84,0.35,0.37,0.48,0.39,0.67,0.57,0.4,0.64,0.63,0.68,0.14,0.57,0.48,0.15
xharbour.csv,0.81,0.86,0.41,0.41,0.71,0.41,0.74,0.51,0.43,0.66,0.6,0.49,0.36,0.63,0.6,0.07
