,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,libmesh.csv,openmsx.csv,doomlegacy.csv,quark.csv,pnotepad.csv,tango-cs.csv
doomlegacy.csv,196.5,977.5,197.5,197.5,473.5,94.5,193.0,192.0,97.5,289.5,98.5,98.5
gamestone.csv,97.5,173.0,86.5,197.5,184.0,126.0,193.0,299.0,95.5,88.5,93.5,98.5
gbif-providertoolkit.csv,97.5,1006.0,296.5,98.5,380.0,99.0,95.5,97.5,97.5,191.0,98.5,98.5
heekscad.csv,196.5,67.5,197.5,289.5,381.5,97.5,193.0,196.0,99.0,289.5,98.5,99.0
igarden.csv,196.5,158.0,83.5,98.5,254.5,92.5,95.5,263.5,95.5,193.0,86.5,188.0
levent.csv,196.5,64.5,0.0,0.0,572.5,99.0,130.0,0.0,0.0,0.0,0.0,0.0
libmesh.csv,96.5,284.0,296.5,188.0,344.0,0.0,189.0,97.5,99.0,208.0,98.5,80.0
openmsx.csv,196.5,563.0,98.5,197.5,469.5,97.5,193.0,191.0,97.5,68.5,98.5,0.0
pnotepad.csv,196.5,176.0,296.5,197.5,761.5,99.0,95.5,196.0,99.0,289.5,98.5,99.0
quark.csv,97.5,67.5,85.5,174.0,176.0,81.5,61.5,95.5,58.5,289.5,86.5,93.5
tango-cs.csv,97.5,472.5,296.5,197.5,761.5,97.5,193.0,196.0,99.0,289.5,98.5,99.0
xcsoar.csv,196.5,324.0,180.0,95.5,382.5,94.5,95.5,290.5,96.5,289.5,93.5,98.5
