,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,kindb.csv,ardour.csv,netatalk.csv,pixel-commandos.csv,xmoto.csv
ardour.csv,0.56,0.44,0.65,0.55,0.57,0.71,0.58,0.58,0.66,0.83,0.64,0.53,0.44,0.58,0.52,0.53,0.46,0.55,0.71,0.52
cornerstone.csv,0.57,0.63,0.56,0.75,0.79,0.45,0.67,0.52,0.74,0.56,0.46,0.48,0.58,0.57,0.54,0.68,0.59,0.56,0.47,0.79
emeraldemu.csv,0.47,0.6,0.8,0.55,0.65,0.69,0.5,0.61,0.71,0.56,0.43,0.88,0.45,0.8,0.67,0.46,0.57,0.75,0.65,0.65
grafx2.csv,0.45,0.43,0.46,0.57,0.6,0.55,0.45,0.6,0.59,0.7,0.55,0.5,0.41,0.44,0.47,0.37,0.37,0.43,0.64,0.57
jahshakafx.csv,0.5,0.66,0.98,0.92,0.67,0.95,0.62,0.78,0.97,0.88,0.68,0.69,0.66,0.83,0.93,0.62,0.62,0.56,0.75,0.61
kindb.csv,0.39,0.39,0.42,0.52,0.57,0.45,0.38,0.36,0.46,0.5,0.35,0.38,0.44,0.32,0.39,0.38,0.38,0.42,0.42,0.45
maya-work-in-progress.csv,0.38,0.58,0.46,0.54,0.47,0.45,0.36,0.42,0.39,0.5,0.44,0.42,0.33,0.39,0.4,0.35,0.4,0.89,0.4,0.44
netatalk.csv,0.53,0.55,0.65,0.64,0.67,0.91,0.67,0.7,0.7,0.86,0.68,0.76,0.62,0.56,0.53,0.44,0.53,0.71,0.91,0.65
novembre.csv,0.6,0.67,0.71,0.81,0.64,0.88,0.71,0.98,0.97,0.75,0.69,0.8,0.96,0.75,0.55,0.67,0.56,0.8,0.57,0.6
ns-3.csv,0.44,0.5,0.5,0.72,0.47,0.5,0.33,0.42,0.52,0.63,0.44,0.38,0.37,0.41,0.65,0.33,0.42,0.38,0.48,0.49
nullc.csv,0.44,0.48,0.44,0.53,0.46,0.41,0.35,0.38,0.42,0.49,0.59,0.44,0.36,0.51,0.4,0.45,0.37,0.42,0.49,0.44
open-beos.csv,0.51,0.55,0.53,0.53,0.6,0.57,0.41,0.46,0.59,0.63,0.36,0.44,0.52,0.51,0.44,0.52,0.39,0.5,0.59,0.46
pixel-commandos.csv,0.89,0.99,0.92,0.92,0.67,0.0,0.0,0.89,0.0,0.0,0.75,0.0,0.8,0.0,0.86,0.0,0.88,0.0,0.75,0.5
planeshift.csv,0.48,0.41,0.45,0.54,0.41,0.43,0.33,0.37,0.4,0.5,0.38,0.4,0.37,0.41,0.39,0.34,0.36,0.34,0.43,0.43
plee-the-bear.csv,0.99,1.0,0.97,0.75,0.88,0.74,0.92,0.98,0.89,0.84,0.55,0.76,0.76,0.9,0.89,0.92,0.97,0.75,0.95,0.88
reaper-ecad.csv,0.85,1.0,0.77,0.95,0.67,0.9,0.67,0.95,0.95,0.93,0.53,0.0,0.97,0.0,0.88,0.5,0.94,0.0,0.86,0.75
sbml.csv,0.39,0.42,0.44,0.5,0.4,0.43,0.33,0.38,0.36,0.6,0.34,0.42,0.33,0.34,0.39,0.43,0.36,0.52,0.39,0.44
unimrcp.csv,0.65,0.77,0.95,0.85,0.54,0.96,0.69,0.94,0.96,0.9,0.72,0.65,0.91,0.56,0.9,0.67,0.6,0.88,0.9,0.85
unladen-swallow.csv,0.94,1.0,0.96,0.83,0.89,0.87,0.91,0.96,0.92,0.8,0.55,0.82,0.57,0.8,0.63,0.8,0.92,0.65,0.67,0.68
xmoto.csv,0.43,0.51,0.48,0.51,0.54,0.42,0.42,0.41,0.5,0.5,0.36,0.47,0.42,0.43,0.39,0.32,0.44,0.37,0.47,0.53
