,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,kindb.csv,ardour.csv,netatalk.csv,pixel-commandos.csv,xmoto.csv
ardour.csv,0.5,0.22,0.14,0.27,1.0,0.73,0.32,0.55,0.65,0.67,0.6,0.29,0.82,0.51,0.84,0.93,0.99,0.32,0.12,0.65
cornerstone.csv,0.31,0.22,0.06,0.23,0.93,0.67,0.21,0.35,0.43,0.59,0.98,0.25,0.76,0.52,0.67,0.55,0.57,0.18,0.01,0.43
emeraldemu.csv,0.6,0.23,0.2,0.2,0.81,0.77,0.39,0.99,0.68,0.48,0.57,0.62,0.88,1.0,1.0,1.0,0.8,1.0,0.1,0.61
grafx2.csv,0.44,0.17,0.1,0.23,0.93,0.7,0.35,0.58,0.54,0.65,0.57,0.36,0.8,1.0,0.78,0.9,0.63,0.37,0.08,0.43
jahshakafx.csv,0.99,0.23,0.11,0.15,1.0,0.68,0.25,0.54,0.6,0.75,0.55,0.21,0.81,0.83,0.8,0.92,0.76,0.17,0.25,0.78
kindb.csv,0.44,0.19,0.09,0.16,0.87,0.68,0.35,0.41,0.52,0.71,0.57,0.4,0.85,0.73,0.83,1.0,0.64,0.42,0.06,0.61
maya-work-in-progress.csv,0.5,0.12,0.1,0.15,0.86,0.7,0.36,0.47,0.45,1.0,0.42,0.42,0.81,0.74,0.82,1.0,0.63,0.56,0.07,0.53
netatalk.csv,0.59,0.25,0.14,0.3,0.92,0.78,0.5,0.67,0.69,0.71,0.64,0.65,0.94,0.78,0.9,0.94,0.81,1.0,0.27,0.82
novembre.csv,0.56,0.21,0.18,0.19,0.91,0.79,1.0,0.65,0.66,1.0,0.69,0.8,0.83,0.75,0.88,1.0,0.78,0.8,0.19,0.6
ns-3.csv,0.42,0.17,0.08,0.12,0.94,1.0,0.29,0.35,0.51,0.39,0.6,0.33,0.84,0.74,0.82,0.93,0.58,0.34,0.04,0.51
nullc.csv,0.36,0.12,0.05,0.13,0.98,0.66,0.28,0.32,0.4,0.39,0.56,0.27,0.76,0.6,0.71,0.69,0.56,0.27,0.05,0.47
open-beos.csv,0.33,0.14,0.12,0.25,0.95,0.76,0.26,0.46,1.0,0.68,0.51,0.29,0.86,0.59,0.75,0.68,0.7,0.29,0.07,0.65
pixel-commandos.csv,0.56,0.18,0.0,0.17,1.0,0.0,0.0,0.56,1.0,0.0,0.75,0.0,1.0,0.0,0.86,0.0,0.88,0.0,1.0,0.5
planeshift.csv,0.33,0.17,0.07,0.14,0.9,0.71,0.31,0.35,0.44,0.48,0.51,0.32,0.99,0.69,0.79,0.8,0.61,0.31,0.06,0.49
plee-the-bear.csv,0.09,0.03,1.0,0.25,0.73,0.59,0.08,0.23,0.31,0.24,0.45,0.14,0.7,0.38,0.49,0.42,0.34,0.11,0.0,0.27
reaper-ecad.csv,0.23,0.07,0.12,1.0,1.0,0.6,0.0,0.41,0.3,0.43,0.45,0.0,0.82,0.0,0.8,1.0,0.67,1.0,0.14,1.0
sbml.csv,0.48,0.17,0.09,0.16,0.87,0.71,0.31,0.41,0.45,0.5,0.54,0.38,0.83,0.86,1.0,0.69,0.61,0.43,0.06,0.61
unimrcp.csv,0.54,0.24,0.18,0.26,0.92,0.83,0.25,0.62,0.63,0.6,0.48,1.0,0.94,0.88,0.9,1.0,0.73,0.75,0.2,0.77
unladen-swallow.csv,0.59,0.79,0.08,0.33,0.78,0.71,0.27,0.71,0.42,0.8,0.47,0.24,0.77,0.8,0.61,0.8,0.51,0.3,0.0,0.43
xmoto.csv,0.48,0.16,0.08,0.25,0.82,0.72,0.24,0.35,0.52,0.4,0.53,0.27,0.83,0.68,0.8,0.88,0.67,0.33,0.05,0.97
