,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,unflobtactical.csv,snakeyaml.csv,impala.csv,cascading.csv,dataobjectsdotnet.csv,loki-lib.csv,exl.csv
avifile.csv,0.27,0.33,1.0,0.0,0.75,0.4,0.14,0.29,0.22,0.54,0.09,0.04,0.12,0.5,0.18,0.05,0.67,0.42,0.38,0.59
baadengine.csv,0.93,0.07,0.94,0.01,0.73,0.23,0.31,0.27,0.18,0.53,0.13,0.04,0.2,0.57,0.21,0.12,0.85,0.42,0.39,0.82
bibedt.csv,0.94,0.06,0.94,0.02,0.71,0.26,0.51,0.26,0.2,1.0,0.23,0.08,0.33,0.81,0.33,0.11,0.9,0.43,0.61,0.82
cascading.csv,0.87,0.07,0.98,0.03,0.8,0.38,0.5,0.3,0.22,0.57,0.13,0.0,0.29,0.48,0.24,0.11,0.86,0.49,0.4,0.89
dataobjectsdotnet.csv,0.7,0.07,0.97,0.02,0.69,0.5,0.47,0.29,0.23,0.39,0.14,0.06,0.23,0.83,0.16,0.12,0.86,0.58,0.42,0.76
exl.csv,0.78,0.07,0.98,0.01,0.73,0.31,0.52,0.25,0.19,0.33,0.15,0.0,0.27,0.57,0.12,0.12,0.78,0.45,0.45,1.0
gogoego.csv,0.89,0.0,0.97,0.02,0.69,0.2,0.45,0.38,0.15,0.43,0.12,0.07,0.22,0.73,0.13,0.09,0.79,0.48,0.59,0.96
httpcontentparser.csv,0.66,0.03,0.97,0.0,0.67,0.12,1.0,0.27,0.19,0.8,0.29,0.03,0.25,0.68,0.14,0.13,0.76,0.41,0.48,0.89
impala.csv,0.62,0.1,1.0,0.03,0.55,0.38,0.38,0.19,0.16,0.26,0.15,0.0,0.25,0.54,0.14,0.22,0.76,0.51,0.63,0.87
jaxlib.csv,0.85,0.04,0.97,0.0,0.58,0.31,0.55,0.27,0.25,0.38,0.15,0.5,0.36,0.79,0.15,0.11,0.83,0.54,0.5,0.86
jgameai.csv,0.72,0.08,0.78,0.0,0.75,0.47,0.31,0.23,0.09,0.57,0.09,0.07,0.2,0.56,0.19,0.12,0.88,0.3,1.0,0.6
jhotdraw.csv,0.74,0.06,0.98,0.01,0.57,0.29,0.0,0.23,0.47,0.26,0.09,0.03,0.07,0.48,0.14,0.12,0.81,0.41,0.43,0.78
loki-lib.csv,0.96,0.07,0.99,0.01,0.73,0.4,0.31,0.29,0.2,0.52,0.2,0.03,0.21,0.61,0.33,0.15,0.86,0.39,0.64,0.95
patterntesting.csv,0.75,0.06,0.97,0.01,0.66,0.3,0.31,0.25,0.2,0.74,0.11,0.05,0.19,0.59,0.13,0.11,0.79,0.42,0.41,0.76
pokeglobal.csv,0.74,0.1,0.98,0.05,0.8,0.19,0.31,0.3,0.18,0.39,0.16,0.0,0.2,0.5,0.12,0.14,0.83,0.59,0.47,0.78
snakeyaml.csv,0.65,0.0,0.95,0.03,0.77,0.22,0.47,0.32,0.24,0.7,0.15,0.0,0.0,0.87,0.38,0.08,0.82,0.48,0.25,0.96
unflobtactical.csv,0.85,0.09,0.98,0.01,0.64,0.31,0.6,0.21,0.15,0.71,0.17,0.04,0.28,0.75,0.1,0.12,0.84,0.46,0.58,0.8
werx.csv,0.75,0.08,1.0,0.01,0.59,0.3,0.31,0.23,0.18,0.38,0.11,0.04,0.2,0.57,0.13,0.12,0.78,0.43,0.39,0.67
zealos.csv,0.84,0.17,1.0,0.0,1.0,0.5,0.49,0.28,0.28,0.8,0.17,0.0,0.0,1.0,0.0,0.0,0.67,0.57,0.0,1.0
