,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,amygdala.csv,acdk.csv,roller.csv,linux-ntfs.csv,growl-for-windows.csv,libarchive.csv
acdk.csv,0.47,0.29,0.12,0.22,0.18,0.16,0.23,0.27,0.67,0.25,0.24,0.24,0.91,0.52,0.27,0.39,0.29
amygdala.csv,0.5,0.22,0.5,0.31,0.11,0.51,0.6,0.45,0.83,0.92,0.41,1.0,0.32,0.68,0.62,0.33,0.22
awemud.csv,0.97,0.54,0.38,0.4,0.66,0.31,0.62,0.27,0.83,0.08,0.88,0.39,0.63,0.45,0.65,0.22,0.45
bullet.csv,0.79,0.87,0.56,0.49,0.43,1.0,0.81,0.18,0.67,0.58,0.53,0.89,0.63,0.47,0.04,0.61,0.76
customwars.csv,0.21,0.2,0.31,0.53,0.39,0.42,0.27,0.64,0.0,0.17,1.0,0.21,0.74,0.17,0.58,0.53,0.47
dvd-create.csv,0.76,0.91,0.88,0.69,0.97,0.82,0.98,0.73,1.0,0.75,0.76,0.89,0.48,0.59,0.85,0.53,0.82
gbif-indexingtoolkit.csv,0.21,0.19,0.25,0.64,0.15,0.25,0.15,0.91,0.33,0.0,0.24,0.08,0.33,0.07,0.15,0.5,0.37
go.csv,0.81,0.99,0.5,0.6,0.62,0.66,0.9,0.91,1.0,0.33,1.0,0.79,0.78,0.79,0.88,0.58,0.69
growl-for-windows.csv,0.72,0.56,0.5,0.47,0.59,0.67,0.65,0.64,0.83,0.17,0.76,0.45,0.81,0.65,0.58,1.0,0.63
kwave.csv,0.56,0.91,0.94,0.91,0.89,0.4,0.6,0.45,0.67,0.17,0.53,0.61,0.69,0.48,0.23,0.42,0.86
libarchive.csv,0.6,0.66,0.5,0.13,0.43,0.57,0.67,0.64,1.0,0.0,0.59,0.68,0.76,0.71,0.62,0.75,0.9
linux-ntfs.csv,0.54,0.51,0.56,0.62,0.55,0.58,0.42,0.64,1.0,0.33,0.59,0.45,0.71,0.43,0.96,0.31,0.49
lsb.csv,0.79,0.8,0.56,0.73,0.58,0.75,0.96,0.64,1.0,0.0,0.88,0.71,0.9,0.84,0.69,0.61,0.63
mpgravity.csv,0.59,0.47,0.31,0.58,0.61,0.52,0.69,0.64,0.83,1.0,0.82,0.37,0.84,0.67,0.81,0.69,0.76
qcad2.csv,0.36,0.62,0.62,0.36,0.58,0.24,0.98,0.36,0.33,0.42,0.53,0.34,0.47,0.23,0.42,0.61,0.76
qtwin.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
roller.csv,0.47,0.34,0.44,0.62,0.59,0.24,0.44,0.36,0.83,0.5,0.59,0.53,0.79,1.0,0.38,0.31,0.67
