,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,amygdala.csv,acdk.csv,roller.csv,linux-ntfs.csv,growl-for-windows.csv,libarchive.csv
acdk.csv,0.6,0.44,0.17,0.21,0.3,0.27,0.29,0.21,0.02,0.2,0.17,0.35,0.95,0.64,0.31,0.55,0.43
amygdala.csv,0.58,0.34,0.44,0.34,0.2,0.61,0.45,0.2,0.01,0.41,0.21,1.0,0.27,0.71,0.54,0.42,0.33
awemud.csv,0.99,0.61,0.3,0.26,0.75,0.44,0.58,0.17,0.01,0.12,0.35,0.49,0.6,0.56,0.56,0.32,0.49
bullet.csv,0.76,0.79,0.24,0.65,0.58,0.99,0.46,0.15,0.01,0.27,0.24,0.7,0.48,0.5,0.07,0.63,0.61
customwars.csv,0.33,0.3,0.21,0.48,0.51,0.51,0.3,0.5,0.0,0.27,1.0,0.3,0.5,0.27,0.65,0.68,0.49
dvd-create.csv,0.72,0.76,0.4,0.33,0.99,0.83,0.52,0.33,0.01,0.39,0.25,0.7,0.3,0.58,0.62,0.56,0.62
gbif-indexingtoolkit.csv,0.34,0.27,0.25,0.37,0.25,0.38,0.23,0.95,0.01,0.0,0.23,0.14,0.37,0.12,0.25,0.63,0.42
go.csv,0.79,0.99,0.3,0.4,0.72,0.75,0.54,0.34,0.01,0.42,0.29,0.67,0.5,0.71,0.65,0.63,0.65
growl-for-windows.csv,0.76,0.63,0.26,0.42,0.69,0.72,0.52,0.29,0.02,0.29,0.28,0.49,0.51,0.69,0.56,1.0,0.58
kwave.csv,0.64,0.78,0.97,0.39,0.89,0.53,0.44,0.26,0.01,0.19,0.21,0.61,0.44,0.59,0.27,0.48,0.59
libarchive.csv,0.68,0.69,0.32,0.23,0.58,0.68,0.55,0.34,0.01,0.0,0.23,0.65,0.55,0.7,0.63,0.77,0.95
linux-ntfs.csv,0.66,0.61,0.28,0.44,0.68,0.67,0.38,0.42,0.02,0.26,0.33,0.49,0.46,0.54,0.96,0.41,0.49
lsb.csv,0.78,0.76,0.28,0.84,0.7,0.79,0.53,0.32,0.01,0.0,0.26,0.65,0.5,0.75,0.59,0.59,0.63
mpgravity.csv,0.7,0.57,0.2,0.31,0.7,0.64,0.51,0.27,0.01,1.0,0.35,0.44,0.54,0.68,0.69,0.79,0.62
qcad2.csv,0.5,0.6,0.35,0.33,0.67,0.38,0.99,0.24,0.01,0.27,0.36,0.38,0.33,0.36,0.46,0.64,0.55
qtwin.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
roller.csv,0.56,0.46,0.4,0.46,0.69,0.37,0.39,0.25,0.01,0.41,0.29,0.58,0.53,1.0,0.41,0.39,0.62
