,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,amygdala.csv,acdk.csv,roller.csv,linux-ntfs.csv,growl-for-windows.csv,libarchive.csv
acdk.csv,0.59,0.71,0.88,0.83,0.82,0.86,0.79,0.78,0.36,0.83,0.82,0.77,0.09,0.5,0.84,0.61,0.71
amygdala.csv,0.78,0.79,0.54,0.71,0.89,0.69,0.67,0.89,0.49,0.76,0.75,0.0,0.8,0.48,0.7,0.83,0.78
awemud.csv,0.03,0.61,0.7,0.82,0.56,0.79,0.46,0.84,0.39,0.92,0.57,0.65,0.41,0.6,0.71,0.85,0.62
bullet.csv,0.83,0.61,0.98,0.51,0.61,0.05,0.86,0.86,0.41,0.91,0.71,0.72,0.55,0.78,0.96,0.77,0.57
customwars.csv,0.8,0.84,0.84,0.52,0.82,0.89,0.78,0.42,1.0,0.83,0.0,0.81,0.55,0.84,0.46,0.48,0.61
dvd-create.csv,0.9,0.85,0.73,0.88,0.03,0.55,0.88,0.64,0.56,0.66,0.81,0.72,0.85,0.75,0.81,0.86,0.6
gbif-indexingtoolkit.csv,0.8,0.91,0.78,0.71,0.88,0.8,0.86,0.09,0.7,1.0,0.78,0.93,0.7,0.93,0.85,0.53,0.69
go.csv,0.66,0.03,0.72,0.61,0.58,0.45,0.7,0.77,0.57,0.67,0.89,0.64,0.58,0.66,0.77,0.69,0.45
growl-for-windows.csv,0.52,0.58,0.84,0.59,0.69,0.7,0.55,0.7,0.29,0.83,0.7,0.68,0.59,0.49,0.62,0.0,0.54
kwave.csv,0.66,0.76,0.06,0.92,0.51,0.68,0.68,0.71,0.56,0.85,0.77,0.56,0.67,0.57,0.89,0.84,0.76
libarchive.csv,0.61,0.54,0.68,0.87,0.61,0.52,0.5,0.59,0.42,1.0,0.75,0.56,0.48,0.55,0.49,0.46,0.1
linux-ntfs.csv,0.53,0.56,0.84,0.55,0.53,0.63,0.69,0.47,0.25,0.76,0.54,0.68,0.64,0.61,0.05,0.8,0.63
lsb.csv,0.63,0.57,0.82,0.27,0.54,0.5,0.81,0.63,0.49,1.0,0.87,0.59,0.68,0.59,0.66,0.97,0.46
mpgravity.csv,0.49,0.62,0.87,0.82,0.64,0.61,0.59,0.77,0.43,0.0,0.56,0.72,0.55,0.53,0.52,0.33,0.56
qcad2.csv,0.68,0.85,0.67,0.7,0.79,0.77,0.02,0.73,0.68,0.76,0.53,0.82,0.76,0.78,0.69,0.72,0.75
qtwin.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.33,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
roller.csv,0.75,0.7,0.6,0.52,0.69,0.77,0.69,0.72,0.57,0.57,0.61,0.57,0.53,0.0,0.76,0.86,0.48
