,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,amygdala.csv,acdk.csv,roller.csv,linux-ntfs.csv,growl-for-windows.csv,libarchive.csv
acdk.csv,0.82,0.88,0.29,0.2,1.0,0.73,0.38,0.18,0.01,0.17,0.13,0.69,0.99,0.85,0.37,0.93,0.88
amygdala.csv,0.68,0.85,0.4,0.37,1.0,0.77,0.36,0.12,0.0,0.26,0.14,1.0,0.24,0.74,0.48,0.57,0.65
awemud.csv,1.0,0.7,0.25,0.19,0.86,0.72,0.54,0.12,0.01,0.2,0.22,0.65,0.58,0.74,0.49,0.57,0.54
bullet.csv,0.72,0.72,0.16,0.96,0.89,0.99,0.32,0.12,0.01,0.18,0.15,0.58,0.38,0.55,1.0,0.65,0.51
customwars.csv,0.89,0.57,0.16,0.44,0.74,0.67,0.33,0.41,0.0,0.67,1.0,0.53,0.38,0.65,0.75,0.95,0.52
dvd-create.csv,0.69,0.65,0.26,0.22,1.0,0.83,0.36,0.22,0.0,0.26,0.15,0.58,0.22,0.58,0.49,0.59,0.51
gbif-indexingtoolkit.csv,0.94,0.44,0.25,0.26,0.73,0.74,0.54,1.0,0.0,0.0,0.22,0.5,0.42,1.0,0.67,0.86,0.49
go.csv,0.77,0.99,0.22,0.3,0.85,0.88,0.39,0.21,0.0,0.57,0.17,0.59,0.37,0.65,0.51,0.68,0.61
growl-for-windows.csv,0.81,0.72,0.17,0.38,0.81,0.78,0.43,0.19,0.01,1.0,0.17,0.55,0.37,0.73,0.54,1.0,0.53
kwave.csv,0.75,0.68,1.0,0.25,0.88,0.79,0.35,0.18,0.0,0.22,0.13,0.62,0.32,0.75,0.32,0.58,0.45
libarchive.csv,0.77,0.73,0.24,0.86,0.89,0.86,0.47,0.23,0.01,0.0,0.14,0.62,0.42,0.69,0.64,0.79,1.0
linux-ntfs.csv,0.84,0.77,0.18,0.34,0.89,0.8,0.36,0.32,0.01,0.21,0.23,0.55,0.34,0.74,0.96,0.61,0.49
lsb.csv,0.78,0.72,0.19,0.97,0.88,0.85,0.37,0.21,0.0,0.0,0.15,0.6,0.35,0.68,0.51,0.58,0.62
mpgravity.csv,0.85,0.73,0.14,0.21,0.83,0.81,0.41,0.17,0.01,1.0,0.22,0.54,0.39,0.7,0.6,0.93,0.52
qcad2.csv,0.8,0.59,0.24,0.3,0.78,0.89,1.0,0.18,0.01,0.2,0.27,0.43,0.26,0.85,0.5,0.67,0.44
qtwin.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
roller.csv,0.7,0.71,0.37,0.36,0.81,0.84,0.35,0.19,0.0,0.35,0.19,0.65,0.39,1.0,0.43,0.55,0.58
