,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,amygdala.csv,acdk.csv,roller.csv,linux-ntfs.csv,growl-for-windows.csv,libarchive.csv
acdk.csv,0.44,0.62,0.86,0.92,0.92,0.87,0.72,0.53,0.76,0.56,0.58,0.62,0.58,0.54,0.58,0.93,0.69
amygdala.csv,0.49,0.95,0.85,0.76,0.88,0.45,0.48,0.42,0.54,0.33,0.57,0.5,0.66,0.51,0.52,0.57,0.94
awemud.csv,0.43,0.54,0.67,0.78,0.44,0.69,0.5,0.46,0.67,0.8,0.4,0.65,0.61,0.5,0.4,0.71,0.68
bullet.csv,0.37,0.41,0.4,0.65,0.5,0.41,0.5,0.75,0.63,0.45,0.49,0.42,0.57,0.53,0.0,0.41,0.39
customwars.csv,0.94,0.86,0.72,0.65,0.54,0.6,0.87,0.71,0.99,0.67,0.94,0.93,0.52,0.95,0.55,0.9,0.7
dvd-create.csv,0.38,0.39,0.44,0.65,0.4,0.36,0.46,0.38,0.44,0.47,0.37,0.41,0.55,0.41,0.38,0.38,0.48
gbif-indexingtoolkit.csv,0.94,0.88,0.94,0.67,0.93,0.83,0.92,0.9,0.94,0.0,0.89,0.83,0.74,0.8,0.83,0.81,0.73
go.csv,0.39,0.46,0.43,0.74,0.46,0.38,0.45,0.33,0.53,0.86,0.36,0.41,0.47,0.38,0.38,0.35,0.52
growl-for-windows.csv,0.38,0.48,0.52,0.68,0.44,0.4,0.54,0.43,0.63,0.5,0.36,0.55,0.48,0.39,0.39,0.56,0.48
kwave.csv,0.49,0.43,0.93,0.57,0.41,0.59,0.64,0.39,0.8,0.89,0.37,0.57,0.57,0.56,0.74,0.42,0.48
libarchive.csv,0.43,0.42,0.5,0.86,0.47,0.39,0.47,0.43,0.51,0.0,0.39,0.43,0.48,0.44,0.4,0.59,0.57
linux-ntfs.csv,0.48,0.58,0.51,0.65,0.46,0.47,0.57,0.5,0.59,0.79,0.47,0.52,0.56,0.53,0.54,0.61,0.65
lsb.csv,0.39,0.38,0.38,0.56,0.41,0.34,0.46,0.36,0.46,0.0,0.32,0.4,0.42,0.33,0.37,0.34,0.44
mpgravity.csv,0.41,0.51,0.46,0.63,0.46,0.42,0.46,0.41,0.64,0.75,0.41,0.62,0.46,0.42,0.43,0.7,0.48
qcad2.csv,0.69,0.47,0.56,0.87,0.45,0.72,0.62,0.45,0.97,0.64,0.58,0.7,0.64,0.9,0.5,0.64,0.48
qtwin.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
roller.csv,0.58,0.82,0.89,0.7,0.46,0.84,0.68,0.52,0.58,0.76,0.49,0.58,0.5,0.44,0.7,0.5,0.65
