,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv
adaptagrams.csv,0.31,0.42,0.49,0.49,0.55
aime.csv,0.71,0.8,0.89,1.0,0.35
badtrinitycore.csv,1.0,0.99,0.57,0.24,0.83
electric-core.csv,0.79,0.67,0.45,0.52,0.85
olsrd.csv,0.67,0.34,0.59,0.54,0.65
