,qtractor.csv,alleg.csv,ossbuild.csv,mimosa.csv,quarkplayer.csv,freewrl.csv,google-web-toolkit.csv,ns-3-dev-def-routing.csv,jstock.csv,synergyspace.csv,jcache.csv,fulguro.csv,miranda.csv
alleg.csv,0.59,0.72,0.48,0.13,0.11,0.36,0.33,0.52,0.62,0.33,0.11,0.49,0.56
freewrl.csv,0.72,0.57,0.42,0.45,0.49,0.7,0.64,0.62,0.58,0.44,0.72,0.44,0.38
fulguro.csv,0.5,0.21,0.0,0.81,0.3,0.6,0.05,0.52,0.47,0.68,0.45,0.57,0.0
google-web-toolkit.csv,0.43,0.17,0.11,0.48,0.4,0.23,0.64,0.52,0.27,0.39,0.34,0.0,0.58
jcache.csv,0.72,0.37,0.53,0.68,0.38,0.38,0.59,0.5,0.77,0.31,0.89,0.13,0.63
jstock.csv,0.6,0.21,0.11,0.46,0.67,0.64,0.52,0.61,0.89,0.31,0.8,0.55,0.45
mimosa.csv,0.55,0.0,0.4,0.76,0.31,0.64,0.48,0.4,0.69,0.67,0.69,0.34,0.54
miranda.csv,0.6,0.37,0.04,0.06,0.0,0.0,0.09,0.45,0.0,0.22,0.46,0.52,0.74
ns-3-dev-def-routing.csv,0.44,0.37,0.35,0.54,0.62,0.22,0.45,0.66,0.35,0.58,0.41,0.41,0.59
ossbuild.csv,0.71,0.46,0.75,0.5,0.61,0.62,0.47,0.55,0.27,0.18,0.49,0.23,0.58
qtractor.csv,0.69,0.54,0.0,0.88,0.63,0.22,0.53,0.71,0.58,0.31,0.73,0.55,0.69
quarkplayer.csv,0.29,0.21,0.48,0.53,0.8,0.0,0.2,0.36,0.0,0.39,0.27,0.21,0.12
synergyspace.csv,0.46,0.41,0.66,0.75,0.58,0.13,0.51,0.45,0.52,0.66,0.39,0.38,0.13
