,rsyslog.csv,acegisecurity.csv,wow-qrsk.csv,ppcboot.csv,kml.csv,repositorium.csv,ultimairis.csv,xbg.csv,gdis.csv
acegisecurity.csv,1.0,0.95,0.61,1.0,1.0,0.09,0.4,0.5,1.0
gdis.csv,0.85,0.92,0.69,0.47,0.78,0.82,0.6,0.62,1.0
kml.csv,0.85,0.62,0.8,0.61,1.0,0.27,0.47,0.62,0.51
ppcboot.csv,0.85,0.62,0.71,0.94,0.69,0.36,0.45,0.38,0.67
repositorium.csv,0.46,0.72,0.23,0.96,0.72,0.91,0.11,0.38,0.91
rsyslog.csv,0.96,0.65,0.74,0.44,0.47,0.36,0.49,0.5,0.51
ultimairis.csv,0.85,0.78,0.77,0.92,1.0,0.55,0.89,0.75,0.95
wow-qrsk.csv,0.19,0.68,0.96,0.72,0.39,0.0,0.06,0.38,0.28
xbg.csv,0.19,0.08,0.31,0.09,0.28,0.0,0.09,1.0,0.11
