,rsyslog.csv,acegisecurity.csv,wow-qrsk.csv,ppcboot.csv,kml.csv,repositorium.csv,ultimairis.csv,xbg.csv,gdis.csv
acegisecurity.csv,4.0,0.0,60.0,0.0,3.0,6.0,0.0,13.0,0.0
gdis.csv,1.0,4.0,29.0,0.0,1.0,3.0,7.0,10.0,0.0
kml.csv,1.0,1.0,63.0,0.0,0.0,0.0,0.0,10.0,1.0
ppcboot.csv,2.0,4.0,11.0,0.0,2.0,14.0,0.0,17.0,0.0
repositorium.csv,6.0,7.0,72.0,0.0,2.0,1.0,3.0,9.0,0.0
rsyslog.csv,0.0,3.0,10.0,0.0,1.0,3.0,0.0,11.0,0.0
ultimairis.csv,8.0,7.0,27.0,0.0,2.0,11.0,0.0,11.0,0.0
wow-qrsk.csv,1.0,6.0,0.0,0.0,4.0,96.0,1.0,6.0,0.0
xbg.csv,0.0,0.0,15.0,0.0,1.0,96.0,5.0,0.0,0.0
