,x4x.csv,xharbour.csv,megasquirtavr.csv,atomsite.csv,hazelcast.csv,emisview.csv,trackit.csv,betoffice.csv,jitterbit.csv,wxlua.csv,bnetd.csv,jppf-project.csv,bionote.csv,kolmafia.csv,findbugs.csv,qedo.csv,stajistics.csv,elvishrayrenderer.csv
atomsite.csv,0.82,0.67,0.19,1.0,1.0,0.52,0.82,0.38,0.39,1.0,1.0,0.89,0.31,0.68,0.53,0.44,0.39,0.62
betoffice.csv,0.62,0.85,0.4,0.14,0.95,0.2,0.62,0.98,0.11,0.94,0.5,0.93,0.0,0.55,0.38,0.02,0.17,0.62
bionote.csv,0.86,1.0,1.0,0.0,0.78,0.5,0.8,0.5,0.73,1.0,0.67,1.0,1.0,0.81,0.73,0.02,0.14,0.75
bnetd.csv,0.81,0.82,0.25,0.42,1.0,0.36,0.61,0.52,0.34,0.94,0.97,0.92,0.19,0.66,0.35,0.09,0.34,0.7
elvishrayrenderer.csv,0.79,0.81,0.19,0.33,0.78,0.35,0.65,0.37,0.28,0.93,0.55,0.92,0.18,0.59,0.48,0.07,0.29,1.0
emisview.csv,0.8,0.0,0.35,0.38,0.96,0.95,0.5,0.57,0.58,0.5,0.0,0.9,0.19,0.6,0.25,0.1,0.45,1.0
findbugs.csv,0.8,0.81,0.13,0.29,0.73,0.38,0.73,0.49,0.4,0.94,0.5,0.95,0.3,0.67,0.96,0.02,0.23,0.64
hazelcast.csv,0.79,0.87,0.35,0.39,1.0,0.3,0.6,0.51,0.27,0.93,0.61,0.91,0.13,0.6,0.36,0.11,0.35,0.69
jitterbit.csv,0.76,0.88,0.16,0.5,0.91,0.43,0.6,0.5,0.99,0.84,0.66,0.91,0.22,0.59,0.52,0.0,0.36,0.64
jppf-project.csv,0.78,0.82,0.22,0.32,0.86,0.29,0.62,0.49,0.19,0.92,0.53,1.0,0.12,0.56,0.38,0.11,0.31,0.65
kolmafia.csv,0.76,0.83,0.54,0.41,1.0,0.41,0.62,0.46,0.44,0.97,1.0,0.98,0.24,0.98,0.39,0.04,0.55,0.74
megasquirtavr.csv,0.82,0.82,1.0,0.32,0.88,0.3,0.65,0.53,0.3,0.92,0.53,0.92,0.13,0.55,0.38,0.09,0.31,0.65
qedo.csv,0.0,0.8,0.0,0.5,1.0,0.0,0.43,1.0,0.42,1.0,1.0,1.0,0.0,0.5,0.33,1.0,0.0,0.4
stajistics.csv,0.8,0.6,0.21,0.36,0.95,0.34,0.58,0.47,0.3,0.79,0.57,0.89,0.21,0.54,0.33,0.06,0.93,0.74
trackit.csv,0.8,0.72,0.0,0.33,0.92,0.38,1.0,0.25,0.18,0.94,0.45,0.96,0.07,0.53,0.47,0.04,0.35,0.61
wxlua.csv,0.76,0.81,0.2,0.35,0.83,0.36,0.67,0.48,0.28,0.99,0.51,0.94,0.13,0.49,0.33,0.08,0.29,0.66
x4x.csv,1.0,0.76,0.29,0.43,0.84,0.34,0.67,0.49,0.17,0.91,0.42,0.94,0.13,0.52,0.29,0.09,0.32,0.5
xharbour.csv,0.78,0.99,0.25,0.33,0.84,0.29,0.65,0.46,0.27,0.89,0.51,0.91,0.13,0.57,0.4,0.08,0.31,0.65
