,x4x.csv,xharbour.csv,megasquirtavr.csv,atomsite.csv,hazelcast.csv,emisview.csv,trackit.csv,betoffice.csv,jitterbit.csv,wxlua.csv,bnetd.csv,jppf-project.csv,bionote.csv,kolmafia.csv,findbugs.csv,qedo.csv,stajistics.csv,elvishrayrenderer.csv
atomsite.csv,0.73,0.83,0.67,0.63,0.76,0.61,0.94,0.94,0.98,0.5,0.5,0.53,0.69,0.79,0.76,0.94,0.85,0.88
betoffice.csv,0.88,0.92,0.8,0.86,0.71,0.8,0.92,0.59,0.99,0.94,0.83,0.93,0.86,0.91,0.92,0.99,0.88,0.88
bionote.csv,0.71,0.92,0.5,0.5,0.72,0.75,0.8,0.5,0.99,0.67,0.67,0.5,0.86,0.88,0.87,0.98,0.86,0.75
bnetd.csv,0.33,0.38,0.51,0.35,0.33,0.34,0.48,0.4,0.37,0.4,0.51,0.32,0.37,0.3,0.32,0.47,0.5,0.3
elvishrayrenderer.csv,0.54,0.46,0.81,0.51,0.62,0.57,0.57,0.76,0.57,0.58,0.82,0.39,0.61,0.34,0.5,0.49,0.73,0.44
emisview.csv,0.45,0.0,0.6,0.62,0.57,0.64,0.75,0.86,0.84,0.5,0.0,0.62,0.52,0.41,0.54,0.95,0.7,0.67
findbugs.csv,0.6,0.47,0.68,0.75,0.59,0.86,0.91,0.51,0.75,0.72,0.6,0.91,0.7,0.79,0.67,0.75,0.86,0.6
hazelcast.csv,0.31,0.32,0.44,0.33,0.35,0.3,0.36,0.36,0.34,0.37,0.37,0.31,0.37,0.3,0.29,0.32,0.4,0.31
jitterbit.csv,0.57,0.58,0.64,0.94,0.61,0.5,0.8,0.88,0.73,0.97,0.62,0.78,0.57,0.56,0.55,0.81,0.62,0.86
jppf-project.csv,0.34,0.39,0.56,0.4,0.41,0.32,0.45,0.4,0.42,0.5,0.42,0.35,0.42,0.44,0.32,0.39,0.45,0.37
kolmafia.csv,0.32,0.33,0.62,0.38,0.41,0.48,0.88,0.62,0.53,0.43,0.8,0.35,0.48,0.43,0.5,0.36,0.48,0.32
megasquirtavr.csv,0.35,0.39,0.85,0.4,0.4,0.3,0.4,0.43,0.38,0.5,0.42,0.33,0.37,0.35,0.32,0.43,0.44,0.37
qedo.csv,0.0,0.8,0.0,0.75,0.5,0.0,0.86,0.5,0.97,0.0,0.67,0.67,0.86,0.75,0.67,0.95,0.75,0.8
stajistics.csv,0.5,0.9,0.72,0.44,0.47,0.53,0.79,0.68,0.63,0.59,0.73,0.35,0.71,0.46,0.51,0.55,0.63,0.42
trackit.csv,0.55,0.97,0.0,0.64,0.64,0.92,0.58,0.75,0.72,0.79,0.55,0.83,0.93,0.67,0.67,0.51,0.65,0.89
wxlua.csv,0.4,0.39,0.57,0.39,0.44,0.93,0.44,0.43,0.61,0.51,0.42,0.48,0.42,0.6,0.44,0.55,0.51,0.34
x4x.csv,0.4,0.51,0.94,0.71,0.44,0.55,0.61,0.54,0.57,0.79,0.79,0.39,0.41,0.39,0.55,0.59,0.52,0.62
xharbour.csv,0.33,0.39,0.52,0.45,0.41,0.34,0.42,0.42,0.37,0.5,0.42,0.39,0.41,0.35,0.34,0.47,0.45,0.41
