,x4x.csv,xharbour.csv,megasquirtavr.csv,atomsite.csv,hazelcast.csv,emisview.csv,trackit.csv,betoffice.csv,jitterbit.csv,wxlua.csv,bnetd.csv,jppf-project.csv,bionote.csv,kolmafia.csv,findbugs.csv,qedo.csv,stajistics.csv,elvishrayrenderer.csv
atomsite.csv,0.34,0.09,0.26,0.93,0.47,0.52,0.48,0.2,0.2,0.04,0.1,0.5,0.38,0.39,0.4,0.4,0.41,0.24
betoffice.csv,0.2,0.22,0.16,0.07,0.53,0.07,0.3,0.97,0.1,0.32,0.13,0.26,0.0,0.21,0.24,0.04,0.15,0.24
bionote.csv,0.43,0.24,0.18,0.0,0.38,0.15,0.17,0.04,0.51,0.07,0.1,0.04,0.93,0.41,0.51,0.03,0.05,0.16
bnetd.csv,0.82,0.88,0.37,0.55,0.87,0.49,0.44,0.67,0.48,0.68,0.97,0.93,0.31,0.77,0.48,0.16,0.47,0.78
elvishrayrenderer.csv,0.63,0.72,0.25,0.43,0.63,0.43,0.62,0.34,0.38,0.8,0.5,0.82,0.28,0.73,0.57,0.13,0.37,1.0
emisview.csv,0.52,0.0,0.35,0.37,0.56,0.93,0.09,0.15,0.45,0.02,0.0,0.43,0.28,0.67,0.23,0.09,0.36,0.16
findbugs.csv,0.52,0.76,0.2,0.32,0.42,0.36,0.31,0.57,0.43,0.8,0.55,0.37,0.45,0.45,0.95,0.03,0.25,0.54
hazelcast.csv,0.84,0.78,0.44,0.55,1.0,0.45,0.66,0.63,0.41,0.73,0.68,0.92,0.23,0.73,0.48,0.2,0.51,0.71
jitterbit.csv,0.51,0.64,0.25,0.42,0.54,0.49,0.13,0.15,0.98,0.44,0.56,0.37,0.32,0.55,0.53,0.0,0.43,0.37
jppf-project.csv,0.85,0.9,0.36,0.49,0.83,0.44,0.72,0.65,0.29,0.96,0.69,1.0,0.21,0.65,0.53,0.2,0.44,0.79
kolmafia.csv,0.68,0.7,0.42,0.47,0.74,0.46,0.2,0.34,0.47,0.49,0.23,0.82,0.34,0.98,0.39,0.06,0.54,0.71
megasquirtavr.csv,0.88,0.9,0.79,0.49,0.92,0.46,0.77,0.65,0.46,0.96,0.69,0.96,0.24,0.71,0.55,0.17,0.48,0.79
qedo.csv,0.0,0.09,0.0,0.15,0.07,0.0,0.12,0.09,0.13,0.02,0.14,0.06,0.0,0.08,0.06,0.95,0.0,0.1
stajistics.csv,0.67,0.12,0.31,0.52,0.77,0.43,0.37,0.28,0.38,0.39,0.49,0.74,0.27,0.54,0.39,0.11,0.93,0.78
trackit.csv,0.52,0.42,0.0,0.4,0.57,0.28,0.96,0.04,0.21,0.65,0.44,0.38,0.09,0.42,0.48,0.07,0.41,0.42
wxlua.csv,0.78,0.88,0.32,0.52,0.86,0.27,0.76,0.55,0.37,0.99,0.65,0.75,0.23,0.48,0.42,0.15,0.42,0.67
x4x.csv,1.0,0.54,0.27,0.42,0.84,0.38,0.62,0.57,0.23,0.5,0.39,0.85,0.22,0.59,0.31,0.16,0.47,0.32
xharbour.csv,0.88,0.99,0.39,0.48,0.91,0.43,0.77,0.58,0.42,0.69,0.65,0.84,0.23,0.72,0.57,0.16,0.47,0.75
