,lazarus-ccr.csv,ikvm.csv,ontomorphtab.csv,xuggle.csv,micomt.csv,les-indemodables.csv,tradelink.csv,elateportal.csv,metacosm.csv
elateportal.csv,0.42,0.53,0.74,0.15,0.14,0.52,0.26,1.0,0.57
ikvm.csv,0.44,0.75,0.61,0.08,0.0,0.22,0.12,0.91,0.29
lazarus-ccr.csv,0.77,0.35,0.65,0.1,0.28,0.36,0.16,0.95,0.44
les-indemodables.csv,0.4,0.37,0.61,0.3,0.26,0.55,0.27,0.6,0.55
metacosm.csv,0.57,0.44,0.83,0.15,0.33,0.5,0.23,0.86,0.73
micomt.csv,0.47,0.44,0.61,0.11,0.53,0.43,0.2,0.8,0.47
ontomorphtab.csv,0.43,0.43,0.83,0.19,0.17,0.47,0.27,1.0,0.54
tradelink.csv,0.57,0.5,0.56,0.2,0.4,0.42,0.33,0.0,0.44
xuggle.csv,0.54,0.58,0.71,0.3,0.3,0.47,0.21,0.67,0.54
