,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,stemkit.csv,all-plasm.csv,acdk.csv,mp-rechnungs-und-kundenverwaltung.csv,xinity.csv,gss.csv,linux-ntfs.csv,buddata-ebxml-registry.csv,libarchive.csv,jmule.csv
acdk.csv,0.86,0.89,0.5,0.86,1.0,0.75,0.5,0.22,0.01,0.0,0.43,0.59,0.44,0.55,0.88,0.5,0.92,0.66,0.4
all-plasm.csv,0.74,0.62,0.25,0.14,1.0,0.83,0.32,0.24,0.01,0.08,0.68,0.38,0.3,0.78,0.61,0.55,0.9,0.5,0.5
awemud.csv,0.75,0.76,0.3,0.25,0.98,0.86,0.51,0.21,0.01,0.09,0.58,0.39,0.42,0.63,0.56,0.52,0.95,0.71,0.5
buddata-ebxml-registry.csv,0.74,0.64,0.24,0.31,0.8,0.77,0.39,0.18,0.0,0.07,0.42,0.35,0.32,0.62,0.61,0.47,1.0,0.46,0.44
bullet.csv,0.81,0.67,0.15,0.9,0.87,0.88,0.47,0.14,0.01,0.08,0.25,0.48,0.35,0.63,0.62,0.71,1.0,0.6,0.51
dvd-create.csv,0.78,0.68,0.22,0.16,0.95,0.88,0.36,0.22,0.0,0.08,0.39,0.23,0.32,0.62,0.68,0.51,0.98,0.51,0.54
gbif-indexingtoolkit.csv,0.77,0.65,0.21,0.25,0.81,0.57,0.38,0.33,0.0,0.08,0.43,0.37,0.29,0.59,0.59,0.54,0.94,0.42,0.11
go.csv,0.75,0.82,0.27,0.17,0.79,0.8,0.46,0.14,0.0,0.08,0.45,0.42,0.34,0.62,0.66,0.45,0.95,0.53,0.48
gss.csv,0.78,0.63,0.28,0.6,0.9,0.77,0.47,0.19,0.01,0.08,0.41,0.37,0.31,0.63,0.85,0.5,1.0,0.57,0.45
jmule.csv,0.76,0.81,0.36,0.17,0.87,0.74,0.41,0.16,0.0,0.09,0.51,0.42,0.34,0.6,0.53,0.45,0.95,0.48,0.84
kwave.csv,0.78,0.64,0.38,0.25,0.8,0.83,0.39,0.21,0.0,0.08,0.4,0.31,0.31,0.65,0.69,0.49,0.95,0.42,0.47
libarchive.csv,0.82,0.72,0.21,0.31,0.82,0.8,0.49,0.17,0.0,0.05,0.4,0.48,0.33,0.6,0.58,0.45,0.98,0.66,0.51
linux-ntfs.csv,0.8,0.66,0.18,0.62,0.91,0.81,0.42,0.22,0.01,0.09,0.37,0.38,0.38,0.57,0.64,0.57,0.97,0.57,0.47
lsb.csv,0.82,0.64,0.15,0.77,0.81,0.82,0.43,0.27,0.01,0.09,0.37,0.64,0.38,0.59,0.62,0.51,1.0,0.52,0.47
mp-rechnungs-und-kundenverwaltung.csv,0.81,0.94,0.2,0.83,1.0,0.79,0.54,0.15,0.01,0.0,0.38,0.54,0.44,0.59,0.87,0.6,1.0,0.9,0.44
qcad2.csv,0.76,0.8,0.42,0.21,1.0,0.86,0.55,0.19,0.01,0.14,0.45,0.5,0.36,0.65,0.65,0.55,0.93,0.55,0.42
qtwin.csv,0.75,0.0,0.0,0.0,0.0,0.5,0.57,0.19,0.03,0.0,0.6,0.37,0.28,0.65,0.83,0.6,0.93,0.0,0.88
stemkit.csv,0.5,0.58,0.19,0.47,0.69,0.85,0.14,0.31,0.01,0.2,0.42,0.57,0.27,0.64,0.8,0.44,0.91,0.55,1.0
xinity.csv,0.6,0.6,0.33,0.13,0.78,0.71,0.22,0.18,0.0,0.06,0.48,0.28,0.29,0.73,0.55,0.38,0.95,0.35,0.54
