,recall,precision,pf,pci_20,ifa,wins
acdk.csv,0.4,0.55,0.21,0.6,1.0,16
all-plasm.csv,0.29,0.5,0.17,0.83,0.0,18
awemud.csv,0.55,0.52,0.36,0.5,1.0,10
buddata-ebxml-registry.csv,0.96,0.44,0.92,0.39,1.0,5
bullet.csv,0.58,0.6,0.31,0.43,1.0,15
dvd-create.csv,0.74,0.51,0.68,0.41,2.0,4
gbif-indexingtoolkit.csv,0.62,0.42,0.6,0.55,2.0,2
go.csv,0.77,0.46,0.61,0.43,0.0,12
gss.csv,0.81,0.5,0.63,0.35,2.0,3
jmule.csv,0.64,0.48,0.57,0.47,1.0,9
kwave.csv,0.91,0.42,0.75,0.4,2.0,1
libarchive.csv,0.81,0.49,0.62,0.35,1.0,8
linux-ntfs.csv,0.63,0.57,0.45,0.4,1.0,11
lsb.csv,0.69,0.52,0.52,0.43,2.0,7
mp-rechnungs-und-kundenverwaltung.csv,0.43,0.59,0.22,0.48,1.0,14
qcad2.csv,0.64,0.55,0.41,0.53,1.0,13
qtwin.csv,0.15,0.37,0.07,0.8,2.0,6
stemkit.csv,0.34,0.5,0.22,0.75,1.0,17
xinity.csv,0.58,0.38,0.65,0.53,2.0,0
