,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,stemkit.csv,all-plasm.csv,acdk.csv,mp-rechnungs-und-kundenverwaltung.csv,xinity.csv,gss.csv,linux-ntfs.csv,buddata-ebxml-registry.csv,libarchive.csv,jmule.csv
acdk.csv,0.54,0.45,0.33,0.23,0.15,0.34,0.61,0.29,0.02,0.0,0.43,0.67,0.5,0.49,0.37,0.57,0.28,0.52,0.14
all-plasm.csv,0.48,0.21,0.17,0.19,0.13,0.14,0.2,0.35,0.01,0.12,0.74,0.28,0.35,0.47,0.59,0.32,0.57,0.29,0.14
awemud.csv,0.71,0.69,0.36,0.39,0.75,0.3,0.57,0.31,0.02,0.16,0.69,0.34,0.42,0.5,0.51,0.56,0.76,0.43,0.08
buddata-ebxml-registry.csv,0.82,0.78,0.38,0.47,0.89,0.86,0.55,0.3,0.01,0.14,0.59,0.51,0.49,0.75,0.76,0.64,0.97,0.6,0.61
bullet.csv,0.75,0.62,0.22,0.72,0.6,0.76,0.47,0.16,0.02,0.14,0.29,0.57,0.44,0.58,0.71,0.3,0.24,0.6,0.62
dvd-create.csv,0.65,0.76,0.29,0.25,0.87,0.75,0.52,0.35,0.01,0.15,0.51,0.32,0.44,0.67,0.72,0.65,0.82,0.6,0.64
gbif-indexingtoolkit.csv,0.82,0.61,0.31,0.39,0.81,0.34,0.5,0.44,0.0,0.14,0.58,0.46,0.31,0.52,0.58,0.52,0.4,0.54,0.06
go.csv,0.8,0.79,0.35,0.24,0.62,0.65,0.6,0.22,0.01,0.15,0.62,0.56,0.5,0.67,0.74,0.57,0.75,0.63,0.63
gss.csv,0.83,0.71,0.41,0.66,0.86,0.79,0.57,0.3,0.01,0.14,0.58,0.52,0.46,0.75,0.79,0.61,0.81,0.64,0.62
jmule.csv,0.81,0.75,0.44,0.26,0.72,0.47,0.56,0.25,0.0,0.15,0.64,0.57,0.46,0.62,0.55,0.6,0.71,0.54,0.86
kwave.csv,0.8,0.78,0.43,0.4,0.89,0.67,0.55,0.34,0.0,0.14,0.56,0.45,0.47,0.79,0.64,0.57,0.91,0.59,0.64
libarchive.csv,0.79,0.8,0.29,0.35,0.84,0.8,0.59,0.29,0.01,0.1,0.53,0.61,0.49,0.73,0.65,0.55,0.95,0.67,0.63
linux-ntfs.csv,0.7,0.6,0.27,0.65,0.78,0.73,0.43,0.32,0.01,0.15,0.48,0.52,0.45,0.6,0.75,0.61,0.6,0.57,0.57
lsb.csv,0.78,0.67,0.22,0.75,0.83,0.78,0.53,0.38,0.01,0.16,0.51,0.62,0.48,0.62,0.75,0.59,0.46,0.59,0.55
mp-rechnungs-und-kundenverwaltung.csv,0.4,0.32,0.22,0.2,0.05,0.61,0.57,0.21,0.02,0.0,0.47,0.58,0.54,0.61,0.58,0.59,0.44,0.52,0.5
qcad2.csv,0.49,0.54,0.36,0.31,0.41,0.59,0.63,0.3,0.01,0.22,0.6,0.53,0.49,0.74,0.74,0.68,0.7,0.61,0.53
qtwin.csv,0.14,0.0,0.0,0.0,0.0,0.08,0.15,0.26,0.05,0.0,0.39,0.21,0.19,0.43,0.28,0.44,0.32,0.0,0.44
stemkit.csv,0.17,0.44,0.19,0.54,0.21,0.49,0.04,0.33,0.02,0.32,0.56,0.59,0.17,0.44,0.64,0.33,0.47,0.41,0.08
xinity.csv,0.45,0.71,0.38,0.21,0.77,0.55,0.28,0.24,0.0,0.1,0.54,0.42,0.42,0.75,0.64,0.41,0.72,0.46,0.58
