,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,libtorrent.csv,xstore.csv,salasaga.csv,nebuladevice.csv,xtreemfs.csv,natpad.csv
ikvm.csv,0.85,0.22,0.97,0.79,0.76,0.89,0.78,1.0,0.81,1.05,0.9
libtorrent.csv,0.78,0.73,0.69,0.63,0.86,0.42,0.78,0.78,0.67,0.77,0.97
mcmc-jags.csv,0.7,0.76,0.74,0.26,0.66,0.68,0.66,0.59,0.75,0.74,0.57
natpad.csv,0.66,0.6,0.78,0.64,0.53,0.6,0.53,0.62,0.65,0.54,0.4
nebuladevice.csv,0.65,1.0,1.0,0.74,0.97,0.76,0.85,0.87,0.47,0.46,1.0
olap-navigator.csv,0.2,0.7,0.45,0.5,0.51,0.66,0.57,0.57,0.47,0.38,0.73
pidgin.csv,0.59,0.73,0.7,0.67,0.4,0.68,0.54,0.96,0.71,0.36,0.44
salasaga.csv,0.73,0.72,0.66,0.61,0.48,0.67,0.52,0.42,0.83,0.53,0.45
sepgsql.csv,0.46,0.63,0.35,0.68,0.42,0.65,0.59,0.56,0.93,0.25,0.49
xstore.csv,0.73,0.75,0.92,0.54,0.83,0.62,0.45,0.54,0.63,0.5,0.91
xtreemfs.csv,0.4,0.65,0.81,0.58,0.89,0.58,0.72,0.63,0.89,0.27,0.72
