,extprosys.csv,codeblocks.csv,qcad2.csv,fluidium.csv,haphazard.csv,silvertree.csv
codeblocks.csv,0.44,0.71,0.63,0.0,0.18,0.56
extprosys.csv,0.59,0.64,0.51,0.0,0.39,0.5
fluidium.csv,0.02,0.0,0.0,0.67,0.0,0.0
haphazard.csv,0.48,0.41,0.4,0.42,0.57,0.5
qcad2.csv,0.16,0.29,0.72,0.59,0.56,0.56
silvertree.csv,0.45,0.57,0.56,0.0,0.09,0.73
