,paintown.csv,triplea.csv,fbmanager.csv,google-caja.csv,myfaces.csv,k3b.csv,dspace-gsoc.csv,itext.csv,powerfolder.csv,smartgwt.csv,fido.csv,megameknet.csv,fityk.csv,ondex.csv,poormans.csv,fleet-simulator.csv,hibernate.csv,ninject.csv
dspace-gsoc.csv,0.63,0.76,0.77,0.68,0.84,0.63,0.03,0.68,0.94,0.77,0.76,0.65,0.66,0.73,0.58,0.78,0.82,1.01
fbmanager.csv,0.56,0.68,0.03,0.52,0.66,0.69,0.67,0.53,0.53,0.5,0.72,0.6,0.72,0.76,0.52,0.8,0.6,0.46
fido.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0
fityk.csv,0.56,0.45,0.65,0.62,0.48,0.68,0.58,0.58,0.6,0.87,0.87,0.64,0.0,0.66,0.43,0.56,0.7,0.75
fleet-simulator.csv,0.73,0.73,0.79,0.72,0.52,0.73,0.91,0.87,0.76,0.39,0.92,0.39,0.87,0.83,0.57,0.0,0.66,0.45
google-caja.csv,0.47,0.76,0.54,0.04,0.81,0.53,0.71,0.43,0.79,0.58,0.71,0.52,0.74,0.84,0.49,0.19,0.64,0.72
hibernate.csv,0.8,0.72,0.92,0.91,0.87,0.82,0.84,0.6,0.64,0.73,0.6,0.61,0.82,0.77,0.39,0.78,0.06,0.46
itext.csv,0.6,0.44,0.57,0.38,0.49,0.59,0.64,0.03,0.34,0.34,0.55,0.44,0.59,0.69,0.49,0.44,0.67,0.49
k3b.csv,0.59,0.59,0.51,0.61,0.48,0.04,0.63,0.46,0.37,0.41,0.56,0.44,0.56,0.62,0.41,0.67,0.66,0.62
megameknet.csv,0.79,0.75,0.93,0.62,0.49,0.65,0.78,0.81,0.72,0.65,0.84,0.1,0.84,0.66,0.55,1.07,0.69,0.63
myfaces.csv,0.95,0.57,1.0,0.95,0.1,0.85,0.76,0.98,1.03,0.8,0.89,0.93,0.78,0.75,0.84,1.0,0.93,1.04
ninject.csv,0.8,0.53,0.91,0.91,0.5,0.78,0.88,0.61,0.79,0.42,0.73,0.55,0.81,0.85,0.74,1.02,0.82,0.0
ondex.csv,0.78,0.61,0.78,0.71,0.8,0.92,0.83,0.79,1.07,0.82,1.16,0.86,0.96,0.09,0.77,0.21,0.79,0.82
paintown.csv,0.02,0.58,0.5,0.5,0.57,0.53,0.71,0.78,0.57,0.48,0.7,0.51,0.59,0.69,0.47,0.5,0.6,0.59
poormans.csv,0.71,0.78,0.78,0.71,0.44,0.67,0.9,0.5,0.63,0.56,0.77,0.53,0.8,0.77,0.06,0.66,0.7,0.64
powerfolder.csv,1.0,1.0,1.0,1.0,0.92,1.0,1.0,1.0,0.0,0.85,1.0,0.97,1.0,1.0,0.94,1.0,0.98,0.8
smartgwt.csv,0.59,0.72,0.73,0.68,0.66,0.81,0.75,0.57,0.28,0.09,0.66,0.59,0.75,0.72,0.66,0.97,0.55,0.81
triplea.csv,0.53,0.05,0.57,0.73,0.6,0.65,0.61,0.52,0.52,0.43,0.92,0.48,0.59,0.6,0.58,0.11,0.62,0.51
